레시피 제목,요리명,요리재료,레시피내용
블루베리 돈가스 ,블루베리돈가스, 돈가스용 달 밀가 빵가 튀김기름 생블루베리 돈가스소스 생블루베리 소 후,"['돈가스용 돼지고기를 구입해서 직접 옷을 입혀 튀겨주었는데요.. 돼지고긱에 소금, 후추로 밑간을 한 뒤에 밀가루을 입히고...', '달걀물 입히고...', '빵가루를 입혀서...', '튀김오일을 달군 후(약 170도) 돈가스용 고기를 넣고 앞뒤로 노릇하게 속살이 잘 익도록 튀겨줍니다.', '튀겨낸 돈가스는 체에 건져 기름기를 빼주세요.', '이제 상큼하고 건강에 좋은 블루베리소스를 만들건데요... 믹서기에 시판 돈가스 소스와 생블루베리를 넣고 잘 갈아주기만 하면 된답니다. (제시한 분량은 1인분 돈가스의 양이니.. 식구수에 맞추어 양을 조절해서 만드심 될거에요)', '블루베리 소스는 생블루베리를 몇개 넣고 약불에서 살짝 데우셔도 되구여... 데우지 않고 그냥 드셔도 상관없습니다. 큰 접시에 밥도 담고.. 튀긴 돼지고기에 돈가스 소스 올리고.. 피클이랑 각종 가니쉬를 함께 내면 되겠어요.']"
라자냐 만들기,라자냐, 라쟈냐 모짜렐라 토마토소스(or스파게티 베사멜소스 파마산치즈 소금 우유 밀가루1+1/2큰 버터 소금 후춧가루,"['먼저 베샤멜 소스를 만들어 주세요. 우리가 흔히 이야기하는 화이트소스입니다.', '달군 팬에 버터를 녹여 주세요.', '녹인 버터에 밀가루를 넣고 재빠르게 저어 가며 섞어 주세요.', '우유를 조금씩 부어가면서 걸쭉해질 때까지 계속 저어 주세요. 소금과 후추로 간을 해 주세요.', '시판 토마토소스와 베샤멜 소스를 준비해 주세요. 라자냐는 대형 마트에서 쉽게 구입하실 수 있습니다. 생모차렐라 치즈가 있으면 사용하셔도 되지만 구하기가 쉽지 않은 관계로 그냥 피자치즈 사용하셔도 좋습니다.', '냄비에 물을 넉넉히 붓고 끓어오르면 라자냐를 넣고 8-10분 정도 삶아 물기를 빼 주세요.', '오븐용기에 베샤멜 소스를 약간 바른 후 - 라자냐 - 시판용 토마토소스 - 베샤멜소스 - 모짜렐라 피자치즈 순으로 층을 쌓은 후 다시 한번 반복해 주세요.', '맨 마지막에 라자냐를 덮고 파마산 치즈가루를 뿌려 주세요. 170℃에서 예열한 오븐에서 약 15분 정도 구워 주었습니다.오븐']"
한우 스테이크 만들기,스테이크, 한우 오 파프리카파우 케이언페이퍼 소 후 설탕 토마토 양파 청양고추 파프리카 마늘 종합간장 미림 오일 후추,0
에그 스크램블 만들기,스크램블에그, 계란 우유 슬라이스햄 소금 식용류,0
크림소스와 바베큐소스로 맛을 낸 두 종류의 찹스테이크!,찹스테이크, 야채 양 파프리 청양고 브로콜리 쇠고기안심(or등심 다진마 오일 소 후추 바베큐 바베큐소 스테이크소스 크림소 우 체다치,"['소고기는 키친타올로 핏기를 제거 하고 소금과 후추로 밑간하기! (허브솔트 사용해서 했습니다)', '고기는 후라이팬에 구워주세요.', '두가지 종류의 스테이크를 할꺼니까 나눠 놓고!', '공통적으로 쓰일 야채를 달달 볶아 준다.', '오일을 두르고~ 마늘을 적당량! 달달 볶아주세요.', '우유를 한컵 자작하게 넣고~', '체다치즈도 한장! 녹여주세요.', '우유 소스에 볶아진 야채를 넣고~~ 휙휙!', '구운 소고기도 넣고 휙휙 졸여주면 완성! 싱거울땐 소금을 살짝! (여기에 뽀인트는 청양고추의 매콤함! 저는 매콤한 걸 좋아해서 청양고추 다섯개 다져 넣었어요!)', '볶아진 야채에 소고기 넣고! 쉐킷!', '스테이크 소스와 바베큐 소스! 스테이크 소스만 사용할 시엔, 케찹이랑 핫 소스를 좀 더 넣어 깊은 맛을 내 주세요!', '스테이크 소스 세숟가락, 바베큐 소스 세숟가락! 적당량 조절 해서~ 볶아주면 끝!']"
연어 프리타타 만들기,연어프리타타, 연어캔 달걀 브로콜리 슬라이스치즈 올리브유 칠리파우더 소금,0
가지그라탕,가지그라탕, 가지 양파 버섯 피망 베이컨 시판 피자치즈 올리브유 허브소금,"['가지는 깨끗이 씻은 후 꼭지를 떼어 내고 0.5cm 정도의 두께로 잘라 주세요.', '양파는 채 썰고 버섯과 파프리카는 잘게 썰어 주세요. 베이컨은 1cm 폭으로 잘라 주세요.', '달군 프라이팬에 올리브유를 두른 후 중불에서 가지를 구워 주세요. 이때 허브소금을 살짝 뿌려 주세요.', '가지를 구운 팬에 베이컨과 양파를 넣고 볶아 주세요. 베이컨이 익으면 버섯과 파프리카, 스파게티 소스를 넣고 한 번 끓여 주세요.', '그라탕 용기에 구운 가지를 깔고 스파게티 소스와 피자치즈를 올린 후, 다시 구운 가지 - 스파게티 소스 - 피자치즈 순으로 켜켜이 층을 쌓아 주세요. 180도로 예열된 오븐에서 약 10분 정도 구워 주세요.오븐']"
닭가슴살스테이크 - 향긋한 카레가 더해진 부드러운 '닭가슴살스테이크',닭가슴살스테이크, 닭가슴살 감 당 양 카,"['당근, 감자, 양파는 깍뚝썰기해주세요 닭가슴살위에 소스로 올릴것이니 좀 작게 잘라주셔도 좋아요', '닭가슴살은 우유에 30분이상 재워주세요', '우유에서 꺼낸 닭가슴살은 키친타올로 겉면만 살짝 닦아 허브솔트를 뿌려 2차 숙성시켜주세요', '숙성된 닭가슴살은 달군 후라이팬에 센불로 겉면을 익힌 후 중불로 속까지 익혀주세요', '골고루 익은 닭가슴살은 키친타올에 남은 기름을 빼주세요 (탄것이 아니라 우유와 후추등 양념이 된것이예요^^)', '달군 후라이팬에 버터를 녹여주세요', '버터가 녹으면 당근을 넣어주세요', '당근에 버터가 잘 코팅되면 감자를 넣어주세요', '감자와 당근이 살짝 투명해지면 양파를 넣어주세요', '야채가 잠길정도로 물을 넣어주세요', '분량의 카레를 넣어주세요', '카레가 녹으면 눌지 않도록 잘 저어주세요 저는 매콤하게 먹고싶어 청양고추에 칼집을 내어 같이 끓여주고 마지막에 청양고추를 빼주었어요', '닭가슴살을 먹기좋은 크기로 자르고 그 위에 완성된 카레를 뿌려주세요', '부드러운 닭가슴살과 매콤하면서도 향긋한 카레가 더해져 이 한그릇만으로도 든든하고 맛있는 멋진 한그릇 요리가 탄생했네요 다이어트는 꼭 맛없게만 하지 말자고요^^']"
생선까스&타르타르소스,생선까스, 대구포나 밀가루 달걀 빵가루 소금 후춧가루 어린잎 삶은 마요네즈 다진양파 다진피클 홀그레인 올리고당 소금 레몬즙 후춧가루,"['명태포나 대구포에 소금과 후춧가루로 간을 한 후 밀가루, 달걀, 빵가루 순으로 튀김옷을 입혀 주세요.', '양파와 피클은 다져 주시고 삶은 달걀도 곱게 다져 주세요. 레몬이 없으면 식초 등으로 대신해 주세요. 단, 양을 조절하세요.', '양념 재료를 넣고 잘 섞어 주세요. 양파를 많이 넣으면 더 개운한 맛이 납니다.', '예열된 기름에 생선까스를 튀겨 주세요.', '접시에 생선까스를 올린 후 타르타르소스를 뿌려 주세요.']"
녹차 돈가스 만들기,녹차돈가스, 한돈 녹차 생강 양파 강황 밀가 달 빵가루 소 후추,0
감자그라탕,감자그라탕, 감자 브로콜리 모짜렐라치즈 파슬리가루 유기농치즈 올리브 다진양파 밀가루 우유 소 흰후춧가 생크림 닭육수(생략가능,"['먼저 손을 깨끗하게 씻고 필요한 재료를 준비해주세요.', '감자는 필러로 가볍게 껍질을 벗겨 세로방향으로 2등분 한 뒤 0.2cm간격으로 슬라이스 해 주세요. 양파도 0.2cm로 슬라이스 해 보겠습니다. 오븐은 200도로 미리 예열 시켜 주세요. 오븐요리를 할 때 예열은 필수!오븐', '올리브유를 1/2T를 두르고 양파를 먼저 볶다가 슬라이스한 감자를 함께 넣고 볶아주세요. 양파가 완전히 투명해지고 감자 끝부분이 노릇해져갈때 화이트와인을 넣고 향을 더해 주시고 우유를 넣어 함께 끓여주세요. <소금1/2t, 후추1/3t> 위의 재료를 넣고 간을 맞춰볼게요.', '우유가 끓여져 소스처럼 되직해 졌을 때 불을 끄고 오븐 용기에 옮겨 오븐에 초벌구이 할 거에요!', '그리고 예열된 오븐에 8분간 초벌로 구워주세요. 그런 다음, 치즈를 듬뿍 올려주시고 오븐에 5분간 더 구워주시면 감자가 속까지 잘 익을거에요~', '완성 된 감자그라탕에 꿀을 1T정도 뿌려주시면 한결 맛있게 즐기실 수 있습니다!']"
치즈 감자 만두그라탕,치즈감자만두그라탕, 만두 찐감자 올리브오 치즈 설 소 버,"['감자를 으깨서 설탕, 소금, 버터를 넣으라고 했지만.. 저는 설탕과 올리브오일을 넣었어요. 만두에도 염분이 있고 치즈에도 염분이 있기 때문에 소금은 생략하고 설탕 약간 넣고 부드러워지라고 올리브오일을 약간 섞었답니다. 으깬감자를 깔고 그 위에 만두를 쫄깃한 만두피까지 함께 대충 잘라서 넣고 또 그위에 감자를 덮어줬어요.', '맨 위에는 치즈를 올리고 전자렌지가 없는 관계로 200도 예열된 오븐에서 3~5분정도 구웠어요.오븐', '치즈가 적당히 잘 녹았어요.', '감자랑 만두랑 치즈를 한번에 떠서 먹으니 고소하고 부드럽고 맛나더라구요.']"
갈릭 찹스테이크,갈릭찹스테이크, 소고기안심 마늘 양파 파프리카 피망 파슬리가루 올리브오일 소금 후추 스테이크소스 케첩 핫소스 굴소스 조청 후추,"['신선한 고기를 먼저 준비해시주시고, 먹기 적당한 크기로 썰어주세요.', '적당한 크기로 썰어둔 고기는 제시해둔 분량의 양념에 미리 밑간을 해둡니다.', '얇게 썰어둔 마늘 편은 해바라기씨유를 자작하게 두른 팬에 바삭바삭 튀겨주시면 된답니다.', '튀겨낸 마늘은 키친타올 위에 올려 기름기를 쫙 빼주세요.', '팬에 소스용 다진마늘을 넣고 중약불에서 2분 볶아준 뒤 약한불로 줄이고 분량의 맛술과 생수, 굴소스를 넣고 5분간 끓여준 뒤 버터와 소금을 넣고 빨리 저어가면서 녹인 다음 불을 꺼주시면 됩니다.', '팬에 해바라기씨유를 살짝 두르고, 밑간 해둔 고기를 갈색이 되도록 적당히 익혀주세요. 접시위에 구운 고기를 올려주고, 마늘 소스를 뿌려준 뒤 기름 쏙 뺀 마늘 칩을 솔솔 뿌려주면 완성입니다.']"
고등어 함박스테이크 ,고등어함박스테이크, 고등 청고 홍고추 생강 식용 소금 다진마늘 생강술 감자전분 후,0
돼지고기 커틀렛  말린 채소로 소스 만들기,돼지고기커틀렛, 돼지고기 마늘 말린 말린토마 말린복숭 과일효소 스테이크소스 굴소스 발사믹크림소스 육수,0
고추 참치 그라탕,고추참치그라탕, 고추참치 파프리카 단호박 양파 카놀라유 만두피 시판크림스프 피자치즈 파슬리가루 후춧가루,"['파프리카 와 단호박은 적당한 크기로 썰어 준비합니다.', '달군 팬에 카놀라유를 두르고 양파와 파프리카를 볶아 줍니다 양파가 투명할 정도되면 후추가루로 간을 해줍니다. 채소가 볶아지는 동안 단호박에 랲을 씌워 1분 30초간 돌려 양파 볶는 팬에 넣고 볶아줍니다.', '매운고추참치를 야채에 함꼐 넣고 달달 볶아 줍니다', '오븐용 그릇에 볶은 볶아낸 재료를 2 큰술 넣고 만두피 2 ~ 3 장으로 덮고 그 위에 크림스프를 만두피가 보이지 않게 떠 넣고, 볶은 재료 올리고 - 만두피 - 크림스프 - 볶은재료 순으로 올려 줍니다.오븐', '가장자리로 크림스프를 둘러 속을 가득 채우고, 피자치즈 와 파슬리가루를 올리고 전자레인지에 치즈가 녹을 정도로 1분 30초 ~ 2분 가량 돌려 줍니다.전자레인지']"
홈메이드 연어 스테이크,연어스테이크, 연어(스테이크용) 표고버섯 마늘 올리브유 허브소금 어린잎채소 발사믹소스 마요네즈 설탕 씨겨자 후추 레몬즙,"['홀그레인 머스터드소스를 만들어 주세요. (마요네즈 2큰술, 설탕 1/2큰술, 씨겨자 1큰술, 후추 약간, 레몬즙 1/4ts)', '표고버섯은 밑동을 제거하고 4등분으로 잘라 주시고 마늘과 함께 올리브유와 허브소금을 골고루 묻혀 주세요. 어린잎 채소를 깨끗이 씻어 물기를 제거해 주세요.', '연어를 준비해 주세요. 저는 훈제연어를 사용했습니다.', '홀그레인 머스터드소스를 연어에 바른 후 마늘과 버섯을 함께 180℃ 예열된 오븐에서 13분 정도 구워 주세요. 마늘은 살짝 더 구워 주세요.오븐', '담백하면서 고소한 맛이 나는 연어 스테이크 완성! 저는 홀그레인 머스터드 소스에 구웠지만 마요네즈에 와사비, 설탕을 넣고 만든 소스를 넣고 구워도 맛있습니다.']"
브루스케타  프로슈토 샐러드,브루스케타, 고르곤졸 프로슈 통밀크랜베리바게트 토마 올리 양 베이비채 양상 치커 발사믹드레 양파다진것 마늘다진 페페론치노 발사믹비니거 올리브유 아가베시럽 소 후,0
토마토소스 트리폴리네,트리폴리네, 트리폴리네면 토마토 파프리카 양파 브로콜리 페페론치노 마 미트토마토소 올리브 소 후 바질가 치 베이비채,"['양파와 파프리카, 토마토는 작게 썰어주고, 데친 브로콜리는 물기를 빼주세요', '토마토소스에는 미트가 들어간 걸 준비했어요', '장식으로 쓸 베이비채소도 찬물에 담갔다 물기를 빼주세요', '물이 끓으면 소금을 넣고 트리폴리네를 8~10분 정도 삶아주세요', '다른팬에 올리브오일을 두르고 슬라이스한 마늘과 페페론치노를 넣고 볶아주세요', '준비한 야채를 넣고 윤기가 나도록 볶아주세요', '미트 토마토소스를 넣고 야채와 고루 섞어 뭉근하게 졸이다가 마지막에 기호에 맞게 소금, 후추, 바질가루를 넣어주세요', '소스와 섞어도 좋지만 예쁜 면을 살려보고 싶어플레이트에 소스를 담고 그 위에 파스타를 얹어보았아요']"
연어스테이크 맛있게 만들기,연어스테이크, 연 부추 양파 후 허브솔 올리브오,"['연어 목살하고 같이 준비했어요.연어에 후추 허브솔트를 앞뒤로 솔솔 뿌려주었구요?', '굽기전 올리브오일을 연어위에 살살 뿌려 준비했어요~', '그릴팬에 앞뒤로 노릇하게 구워주면 되는데연어가 조금 큼직해서 반으로 잘라주었구요~연어는 자주 뒤집지 않는게 좋더라고요..옆에서 보았을때 연어살이 1/3정도 익을즈음에연어를 살짝 뒤집어 주어야 깨지지 않고 예쁘게 그릴자국이 남는답니다.요기서 쎈불이 아닌 중약불에서 구웠어요^^', '연어를 굽는동안 부추도 조금 준비했어요~ 간단하게 고추가루, 매실액, 깨소금, 소금, 참기름만 넣어서조물조물 해주었구요~', '양파도 송송 썰어주고 달군팬에 후추와 소금만 솔솔 뿌려서볶아서 준비했구요~', '뒤집어주고 한쪽면도 잘 익으면 접시에 담아주고무쳐놓은 부추와 볶아놓은 양파도 올려주고파슬리가루 솔솔 뿌려 마무리 했네요..']"
고르곤졸라소스의 안심스테이크 ,안심스테이크, 안심 소 후춧가 엑스트라버진올리브오 로즈마리 마늘 느타리버섯 양송이버섯 버터 다진양파 우리밀중력분 우유 고르곤졸라치즈 홀그레인머스터드 소 후춧가,0
햄버그 스테이크,햄버그스테이크, 갈은돼지고기 당근 대파 양배추 양파 소금 다진마늘 다진생강 후 설탕 간장 간장 매실원액 미림 설탕 물(간장이맑게희석될정도 무염버,"['양파 반개를 다져주고, 다진 마늘 1큰술과 식용유를 두른 팬에서 향이 나도록 볶아준 후 그릇에 덜어둔다.', '빵가루 3큰술에 우유 2큰술을 넣고 불려준다.', '그릇에 다진 쇠고기 200g, 다진 돼지고기 100g과 (1)·(2) 그리고 달걀 한 개를 넣고 함께 넣고 치대준다.', '레드와인·케첩 4큰술, 돈까스 소스 2큰술 그리고 버터 1큰술을 팬에 넣고 살짝 끓여 소스를 만든다.', '팬에 기름을 넉넉히 두르고 팬을 달궈준 후 스테이크를 약한 불에서 뚜껑을 닫고 익혀준다.', '접시에 스테이크를 올리고 소스를 뿌린 뒤 그 위에 달걀 반숙을 만들어 올려 마무리한다.']"
딸기 오믈렛 만들기,딸기오믈렛, 달걀 우유 딸기 크림치즈 소,0
수제 햄버거스테이크 만드는법,햄버거스테이크, 소고기 양파 마늘 빵가루 달걀 밀가루 소 후추 양송이버 마 올리브 물 돈가스소스or데리야끼소스 토마토케? 우스타소스 올리고당 후춧가,"['양파와 마늘을 갈아 물기를 조금 뺀 후 넓은 그릇에 재료를 모두 넣고 고루 섞어 잘 뭉쳐지게 반죽해 주세요.', '고기 반죽은 야구공 잡듯이 한 덩이씩 떼어 도톰한 도넛 모양으로 만들고 반 정도는 미트볼 모양으로 만들어 냉장 보관해 주세요.', '양배추는 곱게 채 썰어 준비해 주세요.', '팬에 기름을 두르고 중약불에서 햄버거스테이크를 익혀주세요.', '냄비에 올리브유를 넣고 마늘과 양송이버섯을 넣고 볶다가 물을 붓고 위의 소스 재료를 모두 넣고 끓여주세요.', '주물 팬에 햄거거스테이크와 소스를 넣고 보글보글 끓으면 불을 끄고 달걀노른자를 얹고 뚜껑을 1분 정도 살짝 덮었다 열면 먹기 좋게 된답니다.', '곱게 썰어놓은 양배추를 그릇에 담고뜨겁게 달궈진 냄비째 세팅해주면햄버거스테이크 완성이에요.']"
등심 스테이크 만들기,등심스테이크, 소고기등 통마 애호 새송이버섯 간 배 마 참기 설 생강 소 후 올리브 발사믹소,"['요리하기전 키친타올에 올려 핏물제거를 해주시고요.', '소금과 후추를 뿌려 밑간을 해주고 올리브유를 발라두세요', '달구어진팬에 고기를 앞뒤로 구워주시고 오븐은 180도이상으로 미리 예열해두세요오븐', '양념장은 간장,배즙,마늘,참기름,설탕,생강즙을 넣고 골고루 섞어둡니다', '오븐팬에 올리기전 만들어둔 양념장을 발라서 구워줍니다', '180도로 예열된 오븐에서 5분정도 구워주었는데 가정마다 오븐사양이 다르므로 온도와 시간은 조절하심 되네요', '냉장고 사정이 허락하는대로 통마늘과 애호박,새송이버섯을 준비했어요', '포도씨유나 올리브유를 두르고 마늘을 구워주시고', '호박과 새송이벗도 소금뿌려 볶아두세요', '고기위에 미리 볶아둔 야채올리고', '발사사믹소스로 마무리']"
달걀 프리타타 만들기,달걀프리타타, 달걀 감자채 양배추채 양파채 토마토 치즈,0
안심 스테이크 만들기,안심스테이크, 소고기 양파 당근 발사믹글레이즈소 소 후 올리브오,0
이탈리아 요리 라쟈냐,라자냐, 라쟈 모짜렐라치즈(다른치즈가능 올리브유 토마토소스(시판스파게티소스사용가능 토핑재 화이트소스(시판크림소스사용가능,"['라쟈냐면은 제품마다 삺는시간이 약간 차이가 나지만 대충 10분정도 삶으면 되구요.. 파스타 삶을때와 마찬가지로 삶을때 소금과 올리브유를 넣고 삶아주면 좋아여..', '삶아진 라쟈냐면은 체에받혀 물기를 빼두어요~', '냉장고속 재료로 양파와 떡갈비를 다져서 준비했구요..', '올리브유를 넣고 볶다가..', '작년에 날개님이 보내주신 홀토마토를 넣어주었답니다.. 간단하게 스파게티소스를 넣어주셔도 되구요.. 홀토마토를 사용하실땐 소금과 후추 월계수잎을 추가로 넣어주셔야 간도 되고 향도 베이고 한답니다.. 홀토마토는 껍질을 제거한 토마토가 들어있기때문에 용도에 따라 갈아서 사용하거나 손으로 으깨서 사용하면 되거든요~', '자...이렇게해서 토마토소스도 만들어두고요..', '버터를 녹여 밀가루를 타지않게 볶다가 우유를 부어 덩어리지지않게 풀어 농도를 내주고 소금과 후추를 넣어 베사멜소스도(화이트소스)도 완성해두고..', '화이트소스에 버섯을 넣어 버섯소스도 만들어 두었어여~이제 준비된 재료들은 라쟈냐위에 올려서 오븐에 굽기만 하면 되니 이쯤해서 오븐을 예열해주는 센쑤~', '오븐용기에 올리브유를 바르고.. 라쟈냐면을 깔아요.. 오븐팬이 커서 라쟈냐면을 두개 깔았지만 작은용기라면 한장만 깔아도 되겠지여~', '준비해둔 토마토소스올리고.. 그위에 화이트소스를 올려주었어여..', '다시 라쟈냐면을 깔고.. 버섯크림소스를 올려주고...', '다시 라쟈냐면을 올리고.. 치즈를 올려주고..이과정을 2~3번 반복하면 되는데.. 전 걍 한번만 하는걸로..재료나 소스 라쟈냐사용양등은 요리하는사람 재량껏 하심 될거같아요~', '미리 예열해둔 오븐에 넣고.. 굽기만 하면 되는데.. 전 200도에서 20분정도 구웠어여.. 오븐마다 사양이 다르니 온도나 시간은 조정하심되네요~오븐', '띵똥~~~~ 알림음과함께 라쟈냐가 완성입니다..']"
안심 스테이크 만들기,안심스테이크, 소고기안 마 파프리 버 마늘 소 로즈마 밀가 버 우 올리브,0
크림떡 그라탕,떡그라탕, 떡국떡 전 모짜렐라치즈 우유 파마산치즈가루 파슬리,"['떡국떡,전,우유,모짜렐라치즈 준비해주시고,', '전은 잘게 잘라주세요.', '팬에 기름을 두르고 떡국떡을 넣어 볶아주시다가', '전과 우유를 넣어 끓여주세요.(센불에서 끓이지 마시고 중약불에서 은근하게 끓여주세요)', '파마산 치즈가루를 넣어 간을 해주시고, 싱거우시면 소금 살짝 더 넣어주시구요... 국물이 자작해지고 거의 떡이 익을때까지만 끓여주시면 된답니다~', '그라탕기에 넣어주시고 ,모짜렐라 치즈 올리고 파슬리가루를 솔솔 뿌려주세요. 오븐 180도 10~12분 구워주세요 (치즈가 녹을때까지요. 오븐사양에 따라 시간, 온도를 조절해주세요) 오븐이 없으실때에는 전자레인지에 치즈가 녹을때까지 구워주시면 된답니다~오븐,전자레인지']"
집에서 폼나게 연어스테이크,연어스테이크, 연어 간장 올리브오일 레몬즙 다진마 생강 머스터드소스,0
새우화이타 만들기,새우화이타, 토마토 베이컨 양파 양송이버섯 풋고추 손질새우 모짜렐라치 파슬리 후추가 화이트와인 소금,"['양송이 버섯은 과도를 이용해 껍질을 벗겨서 준비해 주세요. 껍질을 벗기면 훨씬 깔끔하답니다.', '양송이버섯은 4등분으로 잘라주시고 풋고추는 반을 갈라 씨를 뺀 후 잘라주세요. 양파와 베이컨도 잘라서 준비해 주세요.', '토마토 국물을 분리해 주세요.', '팬에 기름을 두르고 베이컨과 손질새우를 넣고 화이트와인과 후추가루를 뿌리고 볶아주세요. 양파를 넣어주세요.', '토마토 다이스드를 넣고 볶아주세요. 양송이버섯과 풋고추를 넣고 볶다가 소금 한꼬집 정도만 넣어 간을 해주세요.', '오븐용기에 내용물을 담고 그 위에 모짜렐라 치즈를 올리고 파슬리가루를 뿌려서 180도로 예열된 오븐에 치즈가 녹을정도로만 돌려주세요.오븐', '완성되면 또띠아와 함께 상위에 내면 됩니다.']"
홈메이드 안심스테이크와 진피가루 넣은 스테이크소스,안심스테이크, 쇠고기안심 양상추 토마토 샐러리 파인애플 진피스테이크 사과 진피 시판 시판 양파,"['- 스테이크소스 비법 귤껍질 말려서 갈아서 가루로 내어둔 것입니다. 요것만 넣어도 스테이크소스맛이 확 달라진다는 사실. 아세요? 너무 많이 넣으면 맛이 강하니 3인분 소스 만드는데 1큰술 정도면 적당합니다. 그외 다른 용도로도 매우 훌륭해요. 진피가 없다면, 한라봉, 레드향, 천혜향 껍질도 괜찮습니다. 베이킹소다, 식촛물 등으로 씻어 말려서 채썰어 말리면 이삼일 안에 금방 말라요.', '사과와 양파를 갈고 , 귤껍질 말려두었던 것은 따로 갈아두었다가 섞어줍니다.', '냄비에 위 재료를 몽땅 넣고 걸죽하게 끓여 줍니다. 쇠고기 양이 많으면 시판 스테이크 소스를 듬뿍 더 넣어 주세요', '양상추는 씻어서 손으로 뜯고, 완숙 토마토는 먹기좋게 반달형으로 동글동글 썰고 , 샐러리는 줄기만 겉껍질 벗겨 썰고, 파인애플도 조금 준비하여 보기좋게 큰 접시 한켠에 가지런히 담습니다.', '먹기 직전에 저수분팬에 쇠고기 안심을 넣고 , 와인 1/2컵을 부어서 살짝 익혀줍니다.']"
치즈를 넣어 더더욱 부드러운 치즈 오믈렛,치즈오믈렛, 감자 양파 햄 계란 모짜렐라 소금 후추,"['감자를 5mm 크기로 깍뚝 썰어 전자렌지에 2분 돌렸더니 살캉거리게 익었습니다 양파, 햄도 감자와 비슷한 크기로 썰었어요 계란 3개 풀어 소금, 후추로 밑간했지요.전자레인지', '팬에 오일 1T 두르고 양파, 감자, 햄을 볶으면서 약간의 소금, 후추간 \ufeff풀어든 계란에 볶은 재료와 치즈 1/2분량을 넣고 휘저은 후 기름 두른 팬에 반을 부었습니다 좀... 약불에서 익혀야해요 재료가 무게감 있어 센불에서 익히면 계란이 익기도 전에 색이 너무 진하게 나네요.', '계란이 70-80% 익었다 싶을 때 반 접어 익히면서 남은 치즈를 올려준 후 뚜껑을 덮어두면 치즈가 살짝 녹아내려요.', '바게트 얇게 slice해 팬에 구운 후 바질페스토 바르는데 향이 아주 좋습니다.', '치즈 녹아내린 것만 봐도 맛있어 보여요 \ufeff오믈렛 만드는 사이 커피도 내렸어요 이러다보니 잠이 다 깨 침대에서 먹기보단 식탁에서 먹는 게 낫겠단 생각이 듭니다.']"
도미스테이크 & 유자크림 소스,도미스테이크, 도미필레 소 후 올리브유 가니쉬 세발나 딸 느타리버섯 유자크림 유자청 양파 버터 우유 물30m 밀가루 소금,0
턱시도 입은 딸기 퐁듀 만들기,딸기퐁듀, 딸 다크초콜릿 도 중탕 실리콘주 짤주머 억새과일꽂,"['딸기를 하나씩 잘 씻어서 면포에 올려놓고 물기를 제거해요.', '화이트초콜릿을 볼에 중탕하고 여기에 딸기를 푹 담가서 화이트초콜릿을 전체적으로 묻혀주세요. 잠시후 굳으면 다크초콜릿을 양쪽에 묻혀주세요. 다크 초콜릿에 담글 때 각을 잘 잡아야 해요.', '다크 초콜릿 입힌 딸기위에 짤주머니를 이용해 화이트를 떨어트려 모양을 냈어요.']"
만두그라탕 만들기,만두그라탕, 냉동만두(감자만두) 스파게티 할라피뇨 블랙올리브 피자치즈,"['만두는 쪄내거나 오븐에 녹여주세요.오븐', '그리고 양파를 썰어서 올려주세요.', '양파 위에 슬라이스 치즈와 피자 치즈를 올려주세요.', '그리고 오븐에 넣고 180도에서 20분 돌려줬어요.']"
집에서 스테이크 만들기,스테이크, 스테이크 통마늘 표고버섯 양파 풋마늘 호박고지 버 오일 소 토마토 돈까스소스 케찹 다진마늘 스테이크 바베큐소스 설탕 후춧가루,"['고기는 후추와 소금으로 밑간해 듭니다.', '호박고지와 표고버섯은 미지근한 물에 충분히 불려서 물기를 제거해 주세요. 풋마늘은 적당히 잘라주고, 남은 재료는 채썰어 준비해 주세요~', '소스는 집에 있는 이것저것 섞어서 넣었는데 만약 없으면 굴소스랑 케찹, 돈까스 소스 등 섞어서 새콤달콤하게 만드세요. 냄비에 소스를 만들어 섞은뒤 한번 끓여주세요.', '팬에 포도씨유 조금을 넣고 달군뒤 마늘을 넣고 볶으면서 향을 내주세요.', '채소를 넣어 볶아줍니다.', '한번 끓인 소스에 볶은 채소를 넣고 볶아줍니다. (풋마늘은 맨 나중에 넣어줘야 색감이 좋아요.)', '팬을 뜨겁게 달구어서 버터나 오일을 조금 두르고 고기를 구워줍니다. 그래야 고기의 육즙을 잡아준다고해요. 육즙이 올라오면 뒤집어서 구워주세요. (많이 구우면 질겨지니 앞뒤로 한 번씩만 구워주세요.)', '밥하고 고기를 접시에 담고 채소가 듬뿍 들어간 소스를 얹어 주세요.']"
토마토 스크램블에그 ,토마토스크램블에그, 완숙토마토 달걀 부추or쪽파 소금 후춧가루 포도씨유,"['토마토는 4등분 해서 꼭지를 잘라내고, 씨를 긁어낸 후, 적당한 크기로 잘라서 준비해요.', '달걀은 풀어준 다음, 소금과 후춧가루를 넣어 섞어줍니다.', '달군 팬에 포도씨유를 조금 부어주고, 풀어놓은 달걀을 부어줍니다.', '약불에서 가열하면서 달걀을 젓가락으로 크게 휘저어가며 뭉글뭉글하게 익혀주세요.', '달걀이 반쯤 익으면, 토마토를 넣어서 섞어가며 익혀줍니다.', '달걀이 완전히 익혀버리면, 푸석푸석한 느낌이 들어서 별로예요. 부드럽게 익었다 싶을 정도까지만 불에서 조리해주세요.']"
