레시피 제목,요리명,요리재료,레시피내용
올리브쇼 진경수셰프의 과일샐러드면만들기,과일샐러드, 토마토 청포도 아보카도 올리브유 소금 후추 쌀국수 올리브유 멸치액젓 레몬즙 부추 청양고추 호두 사과,"['먼저 과일을 준비해 놓아야겠죠. 아보카도와 토마토, 청포도를 준비해 놓았습니다. 굳이 이 과일이 아니더라도 상큼한 과일로 대체할 수 있겠쥬~~~~', '진경수셰프는 라면으로 하셨지만 저는 쏨땀과 비슷한 느낌을 주기 위해서 쌀국수 아주 얇은 면을 사용해 주었습니다. 물에 불렸다가 살짝 데쳐주었습니다. 데친 쌀국수를 찬물에 씻어 주시고', '소스를 만들어 줍니다. 셰프의 킥이기도 했던 소스에는 바로 멸치액젓이 들어갑니다. 멸치액젓에다가 레몬즙과 올리브유가 들어갑니다. 레몬즙3 : 올리브유2 : 멸치액젓1 의 비율입니다.', '청양고추도 넣어 주세요. 청양고추의 맛이 상큼한 맛을 더욱 내줍니다.', '일단 면에는 올리브오일을 넣어서 한번 무쳐 주고는 부추를 송송 썰어서 넣어 주시고', '여기에 멸치액젓으로 만든 소스를 뿌려 주시고 잘 섞어주세요. 이러면 일단 면은 완성입니다. 완전 간단하쥬~~~ 쉽쥬~', '그위에 해바라기씨나 호박씨나 다른 견과류들이 있으시면 넣어 주세요. 저는 호두가 있어서 호두를 넣어 주었습니다. ', '이제 마지막으로 썰어 놓은 과일에 소금, 후추, 올리브오일을 넣고 잘 섞어주세요. 마주마구 섞어주시면 끝입니다. 그리고 남은 멸치액젓 소스도 넣어 주었더니 더 상큼해지던데요.', '멸치액젓소스에 무친 면에 사과를 채썰어서 위에 올려 주시고 그위에 만든 과일을 올려주시면 올리브쇼 진경수셰프의 과일샐러드면이 완성됩니다.']"
간단하게 만드는 어묵샐러드,어묵샐러드, 구멍어묵 양상추 간장 식초 매실청 올리고당 핫소스 참기름 갈은깨 다진마늘 다진대파,0
콘슬로우 만들기,콘슬로우, 양배추 옥수수콘(250g) 당근 오이피클 양파 마요네즈 식초 설탕 허니머스타트,"['양배추는 잘게 썰어 주세요.', '볼에 담고', '티스푼으로 소금을 넣어 주고 물에 담가 둘꺼에요. 소금을 넣는 이유는 농약제거와 동시에 약간의 간도 배이거든요.', '물은 자박하게 담아 주시고 30분 정도 침지.', '양파 중간 사이즈 1/2도 작게 썰어서 같이 물에 담가 둘께요.', '양파는 매운맛을 제거 해 두기 위해 담가 두는 거에요.', '30분 뒤에 체에 받혀 물끼를 완전히 제거 해 주세요. 저는 충분히 물끼를 빼기 위해 1시간 정도 충분히 체에 받혀 물끼를 제거해 두었어요. 가운데 홈을 내어 주시면 물기가 더 잘 빠지는거 아시죠. 콘슬로우 샐러드는 하루 이틀 지날수록 수분이 많이 생겨서 되도록이면 양배추 물끼를 완전히 제거 한 다음 만드시는게 좋아요.', '분량의 소스를 계량해서 붓고 잘 저어 주세요. 완전 새콤달콤해요. 처음에는 좀 새콤 하다 하실수 있지만 냉장고에 두고 드시다 보면 이 비율이 맞으실꺼에요. 저도 몇번 해 보니 이 비율이 딱이 더라구요. 그리고 허니머스타드를 넣었는데요 허니머스타드가 들어가야 패스트푸드식 이에요. 모 브랜드 패스트 푸드 콘슬로우 유명한데요. 거기에는 허니머스터드가 들어가 더라구요. 없으시면 안 넣으셔도 되구요. 저는 집에 머스타드가 있어서 넣었습니다. 소스는 잘 저어서 냉장고에 잠시 숙성 시켜 주세요.', '당근은 잘게 썰어 주세요.', '피클도 다지고 옥수수캔은 체에 받혀 물끼를 완전히 빼 주시구요.', '준비 완료. 피클이랑 당근이 들어가야 색이 이쁘더라구요. 피클이 없으시면 청피망 넣으셔도 좋겠지요.', '볼에 양배추 당근 피클 옥수수콘 담고', '소스를 붓고', '고루 저어 주면 끝. 근데 평소 패스트푸드에서 먹든 것보다 되다 라고 느끼실 꺼에요. 통에 담아 밀봉에서 다음날 드시면 물도 약간 생기고 더 맛이 좋답니다. 콘슬로우 샐러드는 백김치와 비슷하니깐요. 하루 정도 숙성해서 먹어야 제맛이에요.', '새콤달콤 아삭아삭 남은 양배추 집에 있으시다면 두고 두고 먹을수 있는 콘슬로우 샐러드 만들어 보세요. 신랑이 잘 먹을까 걱정은 했지만 역시나 금세 사라져 버렸어요 치킨 시킴 콘슬로우 샐러드 가 더 인가가 좋다니깐요. 숙성 샐러드 콘슬로우. 이렇게 넉넉히 만들면 냉장고에 2-3주간 두고 먹어도 괜찮더라구요.']"
 다이어트 식품의 일인자 제로 칼로리 곤약으로 맛있는 곤약 샐러드 만들기,곤약샐러드, 곤약국수 단무지 당근 양상추 간장 설탕 깨소금 매실효소 참기름 식초 고추가루,0
고구마샐러드 부드럽게 만들기,고구마샐러드, 고구마 아몬드슬라이 건포도 마요네즈 꿀 우유,"['찐 고구마를 껍질 벗겨 덩어리 지지 않게 잘 으깨어 주세요. 입에 들어갔을 때 살살 녹게요.', '찌는 동안엔 견과류 잘게 다져주시는데요. 통째로 사용해주셔도 크게 상관은 없으셔요. 건포도나 건 크린베리 사용하실 땐 뜨거운 물에 조금 담아 놓으셨다가 물기 닦아 사용해주시면 식감이 더 좋아요.', '으깬 고구마에 마요네즈 1스푼, 꿀 1스푼, 우유 1스푼 넣어 골고루 섞어주세요. 요렇게 먹으면 부드러우면서 담백하기도 하고 달콤 달콤해요. 너무 달콤한 거 싫으실 때에는 요거트나 허니 머스터드 조금 더해주시면 좋구요. 우유는 농도에 따라 나머진 입맛에 맞게 조절해주세요. 전 딱 요 정도가 좋더라고요.', ' 준비해둔 견과류를 넣어 다시 한번 섞어주면 완성이에요.']"
피곤한 아침 달콤한 사과사라다,사과사라다, 사과 씨리얼 견과류 건포도 마요네즈 설탕,0
감자샐러드 대박 간단해요,감자샐러드, 감 계 당 양 오이 마요네 머스터,"['감자의 싹이 났다면 싹 난 부분을 많이 도려내서 껍질을 깍아주세요. 그런다음 굵은 소금 한스푼 넣고 삶아줍니다. 전 작은거 7개 사용했어요.', '계란도 식초 한 숟가락 소금 한 스푼 넣고 삶아 주세요. 샐러드 할 때는 완숙으로 삶아야 하니 약 12-13분 정도 삶아주면 좋아요. 계란 삶을 때 식초 넣는 이유는 식초가 깨져서 지저분해 지는걸 방지해 준답니다.', '감자샐러드 안에 넣어줄 야채를 손질해 주세요. 야채는 개인 기호에 좋아하는걸로 추가해서 넣어주시면 되겠죠. 파프리카나 피클, 옥수수콘 같은 거 같이 넣어줘도 맛있답니다.', '오이, 당근, 양파를 잘게 다져주세요. 큰 볼에 넣고 소금 한스푼 넣은 다음 절여주세요. 약 15-20분 정도 해주시면 되구요~ 너무 오래 절이면 짜져요.', '잘 삶아진 감자와 계란을 으깨주세요. 약간 따뜻할 때 손으로 부수는게 제일 잘 으깨지는 것 같아요. 포크나 매셔 있다면 매셔로 해주셔도 된답니다. 저는 감자 7개 + 계란 6개를 넣어주었는데요.', '절여놓은 야채가 약 20분 정도 지나면 저렇게 물이 생겨요. 야채 물기를 쫙 제거해주세요. 물기가 많으면 샐러드가 질어지니깐 가능하면 아주 꾹 짜주세요.', '으깨놓은 감자, 계란에 물기 제거한 야채를 넣어주세요. 그리고 잘 섞어주세요.', '잘 섞은 다음 마요네즈 3스푼 + 머스터드 1스푼 + 설탕 1스푼 넣어주세요. 그리고 잘 섞어줍니다. 머스터드 싫어하시는 분은 넣지 않아도 무방해요. 야채 간이 들어서 저는 소금간을 따로 하지 않았는데요. 맛 보시고 싱겁다면 소금 추가해주세요.', '감자샐러드 완성됐지요.', '모닝빵은 끝까지 자르지 않는게 좋아요. 빵을 다 자르게 되면 먹을때 옆으로 막 세어 나오잖아요. 이렇게 잘라서 속을 넣으면 먹을 때도 아주 깔끔하게 먹을 수 있답니다.']"
|해외자취Cook.feel通|31. 크림치즈 감자샐러드 레시피,크림치즈감자샐러드, 감자 당근 오이 양파 완두콩 물엿 후추 크림치즈 버터 우유,0
감자샐러드 간단하게 만들기(이유식이라 삼삼해요),감자샐러드, 감자 당근(10g) 오이(10g) 사과 마요네즈 설탕,"['감자는 소금 약간 넣고 삶거나 위생팩에 넣어 전자렌지에 돌려주세요.당근과 오이는 다져서 물기를 빼주세요.저는 키친타월로 물기를 제거 했어요.전자레인지', '뜨거운 감자에 설탕을 넣어줍니다.저는 어린 아이가 먹을꺼라 하나 넣고 섞고를 반복했어요.', '마요네즈를 넣어 섞어줍니다.', '감자가 뜨거울 때 만드는게 좀더 감자가 잘 으깨 집니다.포크로 하시면 더 쉬워요.', '물기를 뺀 당근와 오이를 분비 합니다.', '채썰어 둔 사과도 함께 넣어줍니다.', '함께 섞으면 완성입니다.']"
어묵의 화려한변신~어묵튀김냉채!!!,어묵튀김냉채, (굵은)어 대파 곤약 튀김가루 식용 후 오이 간장 식초 설탕 레몬즙 통마늘슬라이스 청량초 검은깨(통깨) 흰깨(통깨) 생강 겨자,"['간장,설탕,식초,다진청량초,다진생강,슬라이스한 통마늘,레몬즙,통깨,겨자를 모두 잘 섞어서 소스를 만들어둡니다', '어묵은 적당한 크기로 잘라서 후추를 살짝 뿌려서 밀가루를 가볍게 뭍히고 튀김반죽을 입혀서 180도에서 튀겨냅니다튀김반죽은 너무 무겁지 않게 농도를 맞추시면됩니다(크림스프정도??)', '접시에 얇게 썬 곤약을 두르고 도톰하게 썰은 오이를 중간에 깔아줍니다', '오이위에 튀긴어묵을 담고 얇게 채썰어서 물에 담궈 둔 대파채를 올려주세요', '마지막으로 소스를 골고루 뿌려주시면됩니다아주 간단하고 저렴하게 고급스러운 어묵요리를 즐길 수 있습니다~^^']"
국수샐러드 싱그럽고 예쁘게 먹는 국수요리,국수샐러드, 국 양상 무 방울토마 칵테일새우 드레싱(밥숟가락 간장 식초 설탕 올리브유 참기름 청주 굴소스 다진마늘,0
아보카도와 베이컨의 만남~!! 아보카도 BLT 샐러드 만들기 (W 렌치 드레싱)_아보카도 손질법,BLT샐러드, 양상추 방울토마토 베이컨 캔옥수수 오랜지 아보카도 고르곤졸라치즈(생략가능) (시판)렌치드레,0
꽃송이 모양의 꽃맛살 샐러드,맛살샐러드, 메추리알 오이 후랑크 꽃맛살 마요네즈 백후추 레몬즙 맛소금,"['메추리알이 잠길 만큼의 찬물을 부어주고 천일염 1작은술, 식초 1큰술을 넣고 5분간 삶아줍니다. 소금과 식초를 같이 넣어주면 메추리알이 삶는 도중 터지지 않는답니다. 이 방법은 계란을 삶을 때도 마찬가지이구요. 메추리알을 냉장고에서 꺼내 실온에 30분 정도 놔두었다가 삶으면 더욱 좋습니다. 바로 삶으면 갑작스런 온도차 때문에 껍질이 터질 수 있습니다. 다 삶아지면 찬물에 얼른 담가서 열기를 빼줍니다.', '이번엔 메추리알을 빠르고 매끈하게 까는 법을 알려드리겠습니다. 밀폐용기에 삶은 메추리알을 넣고 찬물을 1-2cm 정도 되도록 넣어준 다음 뚜껑을 닫고 열심이 흔들어 줍니다. 그러면 메추리알에 잔금이 많이 생긴답니다. 그러면 찬물에 살짝씩 담가가며 껍질을 까주면 됩니다.', '껍질이 이렇게 한꺼번에 까지므로 매끈하게 깔 수가 있는 것이랍니다.', '오이는 세척한 다음 돌기를 칼등으로 밀어서 제거한답니다. 그런 다음 통썰기를 하는데, 모양을 내기 위하여 두번까지는 끝까지 칼질을 하지 말고 썰어주고 마지막에 잘라주면 모양이 예쁘게 나온답니다. 천일염 1작은술과 물을 약간 넣고 15분 정도 절인다음, 한번 헹군 뒤에 꼭 짜줍니다.', '맛살은 덩어리처럼 진공 포장되어 있기 때문에 살짝 떼어주어야 한답니다. 오이와 같은 모양으로 후랑크 소시지도 동글동글 썰어줍니다.', '큰 볼에 절인 오이, 메추리알, 꽃맛살, 소시지를 넣어줍니다. 이 때 감자 삶아 으깬 것이나 옥수수 통조림, 완두콩 등 취향껏 다른 재료를 넣어주셔도 좋을 듯합니다.', '마요네즈 3큰술, 백후추 약간, 레몬즙 반큰술, 맛소금 약간을 넣어 마요네즈 소스를 만들어 줍니다. 이 때 절인 오이나 햄 등이 이미 간이 되어 있으므로 맛소금이나 마요네즈를 한번에 많이 넣지 말고 맛을 보아가며 넣어주세요.', '비닐 장갑을 끼고 가볍게 섞어주는 것이 제일 편하답니다. 주걱같은 것으로 무칠 수도 있지만 요렇게 잘 섞어 보았습니다.']"
추억의 사라다 만들기 ,사라다, 양상 사과 오 삶은계란 마요네 설탕,"[' 양상추와 사과는 먹기좋게 썰고 오이는 반갈라서 어슷 썰어주었었습니다.', ' 모든 재료 볼에 담고 삶은계란은 잘라서 마지막 위에 올려주세요.', ' 분량의 마요네즈 넣고 설탕 3분의 1 스푼 넣습니다.', ' 야채, 과일 모두 골고루 수저로 섞어줍니다.']"
닭가슴살 샐러드 간단해요! ,닭가슴살샐러드, 어린잎샐러드 양상추 닭가슴살 건크랜베리 슬라이스아몬드 레몬 레몬즙 올리브오일 발사믹식초,0
한입 연어쌈 (연어 샐러드) 연어 핑거푸드 샐러드 레시피 ,연어샐러드, 동원연어콜드스모크 양상추 노랑파프리카 빨간파프리카 연어 양파 오이피클 당근 크림치즈 마요네즈 설탕 레몬식초,"['양상추는 잎은 찬물에 담구어 주세요. 탱글탱글해 지면 체에 받혀 물끼를 빼 주세요.', '작은사이즈의 파프리카 두개! 요즘 파프리카 저렴해서 자주 먹게 되네요. 먼저 씨를 제거하고 4센티 길이로 약간 도톰하게 채썰어서 준비해 주세요.', '연어를 펼치고 파프리카를 올리고 돌돌 말아 주세요. 사실 이대로 먹어도 참 맛이 좋답니다. 훈제연어 자체 간이 있어서 술안주로도 좋겠더라구요. 식감도 쫄깃해서 맛있어요.', '연어밥을 만들어 볼게요 사실 소스인데 소스라고 하기에는 아삭아삭 건더기가 많아서 저는 항상 이걸 연어밥이라고 칭했답니다. 들어가는 재료들이 좀 많은데 약식으로 양파 당근 피클만 넣었어요. 연어자체 맛이 좋아서 이정도로도 충분하더라구요.', '양파는 잘게 썰어서 다져 주시구요. 찬물에 담구고 10분 정도 매운맛을 제거 하고 체에 건져서 키친타올을 이용해 물기를 완전히 제거해 주세요.', '피클과 당근도 양파처럼 잘게 다지듯이 썰어서 준비 해 주심 됩니다.', '실온에 놓아둔 크림치즈 살살 개어서 마요네즈 설탕 레몬즙을 넣고 잘 저어 주세요. 그리고 잘게 다진 야채들과 고루 섞어 주면 끝!', '접시에 양상추를 올리는데요. 물기를 완전히 제거한 양상추 잎을 한입 크기로 손으로 뜯어 놓아 주세요.', '그 위에 연어를 올려 주시구요. 티스푼으로 연어밥을 올려 줍니다. 연어 위에 연어밥을 올려 주면 한입 연어 샐러드 완성 입니다..']"
KFC 코오슬로 따라하기,KFC코울슬로, 양배추 양파 캔옥수수 청피망 빨강 절임용 식초 설탕 소금 마요네즈 설탕 우유 식초 레몬즙 소금 백후추,"['양배추를 두장씩 겹쳐서 세로로 썰어준 뒤에 작게 썰어주면 됩니다. 이 때 양배추 심은 제거해줍니다.', '양파는 굵게 다져줍니다. 청피망은 각각 반개씩 사용하는데, 피망 대신 오이도 괜찮구요. 꼭지와 하얀 심을 제거하고 길게 썰어준 뒤 같은 모양으로 썰어줍니다.', '큰 볼에 양배추, 양파, 청홍피망, 캔 옥수수 등을 넣어주고 식초 1큰술, 설탕 반큰술, 소금 반큰술을 넣고 고루 섞은 뒤에 10분간 절여줍니다. 밑간이 들면 야채의 날냄새도 안나고 맛이 더 좋아집니다.', '절여지면 키친타올을 두세번 갈아주면서 절인 야채에서 나온 물기를 제거해줍니다. 너무 꼭 누르면 야채의 아삭함이 줄어드니까 살짝살짝 물기만 제거한다는 느낌으로 좀더 뽀송뽀송해졌답니다.', '소스는 야채를 절이는 사이 만들면 되는데 마요네즈 3큰술, 설탕 반큰술, 우유 2큰술, 식초 3분의 2큰술, 소금 1작은술, 백후추 약간, 레몬즙 3분의 2큰술 을 넣어 고루 섞어줍니다. 레몬즙은 생레몬을 짜서 넣어도 되고, 전 노란병에 든 레몬즙을 사용했습니다. 마트에서 구입하시면 되구요. 농도는 주르르 흐를 정도입니다.', '소스를 부어서 스푼으로 고루 섞어주면 됩니다. 소스 농도가 묽기 때문에 아주 잘 섞인답니다.']"
초간단 핑거푸드  에그샐러드 만들기,에그샐러드, 계란 양파 마요네즈 허니머스터드 후추 소금,0
10분만에 뚝딱~만드는 연어샐러드,연어샐러드, 훈제연어 샐러드야채 파프리카 오리엔탈드레 케이,"['훈제연어는 물에담궈 해동을 해주세요~시간이 조금있다면 냉장실에서 냉장해동하세용~', '양상추, 치커리등의 샐러드야채는 찬물에담궈서 싱싱해지도록 만들어주세요', '냉장고속에 파프리카가 반개남아있어 파프리카도 넣어주었어요~', '물에담궜던 야채는 체받에받쳐 물기를 빼고오리엔탈드레싱을 적당히넣어 야채를 조물조물 무쳐주세요', '접시에 야채를담고, 연어를 돌돌말아 야채주위에 올려주었어요그리고 연어와 잘어울리는 케이퍼도 올려주었구요^^이렇게 시판소스와 샐러드야채로 10분만데 뚝딱~만드는 연어샐러드랍니다']"
추억의 사라다~ |과일사라다 / 과일샐러드|,과일샐러드, 사과 단감 바나나 건크렌베리 콜비잭치즈(없으면 마요네즈 플레인요거트 라임즙 통후추 파슬리,0
키위소스를 곁들인 야채과일샐러드,야채과일샐러드, 쌈채 단감 방울토마 오이 키위 ,"['쌈채소, 단감 3분의 1개, 키위 1개, 오이 한토막 준비합니다.', '쌈채소와 단감은 먹기좋게 썰어주시구 방울토마토도 반으로 잘라 준비합니다.', '오이는 동글동글 썰어주시구요.', ' 키위 1개도 갈아서 꿀 반스푼 넣고 키위소스를 만들어보았습니다.', ' 샐러드 접시에 쌈채소 썰은것, 오이, 단감, 방울토마토를 올리고 키위소스를 뿌려 줍니다.']"
묵은지크래미샐러드:라이스샌드위치/모닝빵샌드위치,크래미샐러드, 묵은지 사과청 크래미맛살 삶은달걀 양파 레몬즙 마요네즈 케첩 머스터드 밥 버터+다진마늘 소금+후추,0
|해외자취Cook.feel通|64. 마요 감자샐러드 레시피 ,마요감자샐러드, 감자큰거 마요네즈 물엿 소금 후추,0
생식두부에 맛있는 과일  야채들이 한가득! 두부과일샐러드!,두부과일샐러드, 시판 사  단 참다  파프리카 양조간장 사과식초 올리고당 맛술 참기름 소금 통깨,0
감자베이컨샐러드 - 마요할라피뇨 드레싱의 매콤함이 매력적~,감자베이컨샐러드, 감자(중) 베이컨 허브솔트 감자데친 소 설탕 마요네즈 레몬즙 홀그레인머스타드 할라피뇨피클(다진것),"['1. 감자는 깍뚝썰기로...베이컨은 얇게 썰어서 준비합니다', '오늘의 포인트!할라피뇨피클입니다.요만큼을 다져서 준비합니다.다지면약 1큰술 되요~할라피뇨피클의 양은 조절하세요.', '2. 깍뚝썰기한 감자는 끓는물에 삶아줍니다.감자삶을때 소금과 설탕을 조금 넣어주세요.그럼 감자에 간이 베어서 더욱 맛있답니다.약 소금과 설탕1/3작은술', '다 삶아진 감자는 체반에 받혀 물기를 빼줍니다', '3. 드레싱만들기마요네즈2큰술, 레몬즙약간, 홀그레인머스타드1작은술, 할라피뇨피클 다져서1큰술', '썰어놓은 베이컨을 바싹 구워줍니다.기름이 흔건히 나오죠.', '베이컨 기름을 쫙~닦아주세요.', '후라이팬불을 끄고 물기뺀 감자를 베이컨과 합쳐서 허브솔트를 살짝 뿌려서 나부껴줍니다.원본레시피안녕하세요.봉자바리입니다.비오는 주말이네요.비가 좀 많이 와줘야하는데....그래도 이번비는 제법 양이 많다고하니..다행입니다.모처럼만에 주말에 비가오니...뭘해야하지~~라는 생각이..ㅋㅋ주말마다 날씨가 좋고해서...매일 나가야할거 같고 막 그랬어요.애들도 나가야 좋아하고~그치만 오늘은 비가오니...집에서 뭘하지??ㅎㅎㅎㅎ삼시세끼 뭐해먹이지??뭐 이런 주부스러운 엄마스러운 생각??한끼정도는 가볍게 브런치로~그치만 오늘 소개해드리는 샐러드는 아이들은 못먹는걸로....ㅋㅋㅋㅋ뭐...어른들을 위한 메뉴도 있어야하니까요~그냥 기본 감자베이컨 샐러드에...할라피뇨피클을 다녀넣었더니 개운한 샐러드가 되었어요.아이들은 못먹지만...아이들을 위한다면 다진 할라피뇨만 나중에 따로 첨가해주면 되죠~어렵지 않아요.^^재료 : 감자(쭝)1개, 베이컨2줄드레싱 : 마요네즈2큰술, 레몬즙약간, 홀그레인머스타드1작은술, 할라피뇨피클 다져서1큰술허브솔트약간감자데칠때 : 소금,설탕약간1. 감자는 깍뚝썰기로...베이컨은 얇게 썰어서 준비합니다.베이컨은 이것을 사용했답니다.존쿡델리키트의 컨츄리베이컨~~약간 도톰하면서 참숯향이 나는것이 맛있어요~오늘의 포인트!할라피뇨피클입니다.요만큼을 다져서 준비합니다.다지면약 1큰술 되요~할라피뇨피클의 양은 조절하세요.2. 깍뚝썰기한 감자는 끓는물에 삶아줍니다.감자삶을때 소금과 설탕을 조금 넣어주세요.그럼 감자에 간이 베어서 더욱 맛있답니다.약 소금과 설탕1/3작은술다 삶아진 감자는 체반에 받혀 물기를 빼줍니다.3. 드레싱만들기마요네즈2큰술, 레몬즙약간, 홀그레인머스타드1작은술, 할라피뇨피클 다져서1큰술감자와 베이컨 넣고 버무릴 볼에 소스를 만들어놓음 설겆이가 하나 줄어요~^^4. 썰어놓은 베이컨을 바싹 구워줍니다.기름이 흔건히 나오죠.5. 베이컨 기름을 쫙~닦아주세요.6. 후라이팬불을 끄고 물기뺀 감자를 베이컨과 합쳐서 허브솔트를 살짝 뿌려서 나부껴줍니다.tip : 이 과정이 들어가면 베이컨과 감자가 더욱 잘 어우러집니다.', '만들어놓은 드레싱애 감자와 베이컨을 버물버물 고루 섞어주면 끝~']"
훈제 오리 샐러드,훈제오리샐러드, 훈제오리 양상추 노란 빨간 양파 사과 연겨자 올리고당 레몬즙 소금,"['훈제 오리는 뜨거운 물에 데쳐 줍니다.', '찬 물로 헹궈서 기름기를 완전히 없애고 체에 받쳐서 물기를 제거합니다.', '채소를 먹기 좋은 크기로 썰어 줍니다. 드레싱에 들어가는 사과와 양파는 다져 줍니다.', '양상추는 먹기 좋은 크기로 손으로 뜯어 줍니다. 물에 10분정도 담가둔 뒤 먹기 전에 물기를 제거합니다.', '드레싱 재료를 섞어 줍니다.', '샐러드와 드레싱을 그릇에 담아 줍니다.']"
마카로니콘샐러드,마카로니콘샐러드, 마카로니 캔옥수수 오이 사과 크래미 파프리카 마요네즈 플레인요플레 허니머스터드 레몬즙 후추,"['소금 약간을 넣고 물을 끓이다가 물이 끓으면 마카로니를 넣습니다.저는 부드러운 식감이 좋아서 오래오래 삶아줍니다. 한 12분정도~~뚜껑을 덮지말고 가끔씩 저어줍니다.', '마카로니 삶는 시간은 포장지에 나와있으니 각자 입맛에 맛게 조절하면 될것 같아요.삶아진 마카로니는 찬물에 후다닥 헹궈서 채반에 받쳐 물기를 제거해요.', '오이는 나중에 다른 재료와 무치면 물이 나오기때문에먼저 소금과 설탕에 재웠다가 꽉 짜서 준비합니다.', '들어가는 채소나 과일은 집에 있는 재료를 이용해서 더 첨가하거나 빼주셔도 되구요견과류를 넣어주셔도 좋아요.마요네즈 2스픈/ 플레인요플레 1스픈/허니머스타드 반스픈 /레몬즙 약간/ 후추를 넣고 살살 버무려주면 마카로니콘샐러드가 완성~~']"
카프레제,카프레제, 토마토 후레쉬 바질잎 올리브유 블랙 발사믹크림,0
초간단 과일샐러드,과일샐러드, 사 참 바나 천도복숭 양상 땅 건포도 마요네,"['집에 있는 재료들로만 준비하심되요. 오이, 콘샐러드, 메추리알등 입맛에 맞게 추가로 넣어도 좋을듯해요.', '사 놓고 잘 안써서 한번 시도해 봤는데 괜찮은듯해요.', '화채 만들때 쓰면 딱 좋을듯해요.', '굴러다니던 양상추도 찢어서 올리고 사과도 올리고', '바나나, 천도복숭아, 참외, 양상추, 적상추, 땅콩, 건포도 이렇게 준비했어요. 뭔가 알록달록한게 더 맛있어 보이죠.', '드레싱은 젤 간단하고 만만한 마요네즈.', '야무지게 비벼서 한입 앙. 대충 만들어 먹어도 맛 보장되는 과일샐러드 간단하게 한끼 해결.']"
다이어트에 좋은 곤약 샐러드,곤약샐러드, 양상추 적양배추 적양파 빨강 노랑 방울 간장 식초 생수 설탕 다진 레몬즙 올리브유,"['곤약은 모양을 내주면 더욱 예쁜데, 우선 직사각형 모양으로 길고 납작하게 썰어줍니다. 그런 다음 칼집을 세번 내줍니다. 이 때는 과도를 사용하는 것이 편하답니다. 구멍이 생기는데, 위에서 안으로 두번째 구멍( 가운데임) 으로 끼워주면 모양이 나온답니다. 곤약 특유의 냄새를 제거하기 위해서는 끓는 물에 살짝 데친 후 흐르는 물에 열기를 빼주는 것이 좋습니다.', '물기를 빼서 곤약을 준비해둡니다.', '드레싱은 간장 2큰술, 식초 2큰술, 생수 2큰술, 설탕 1작은술 반, 다진 마늘 1작은술, 레몬즙 1작은술, 올리브유 2작은술을 넣어서 고루 섞어줍니다. 이 드레싱은 칼로리가 많지 않고 깔끔한 맛의 드레싱이라서 다이어트 하는 분들에게 권하고 싶은 드레싱이 랍니다. 다른 샐러드에도 응용하시면 좋구요.', '양상추는 2장을 뜯어서 먹기 좋은 크기로 손으로 찢어줍니다. 양상추는 칼로 썰면 변색이 잘 되는 야채이므로 손으로 뜯어주는 것이 좋습니다. 아니면 케잌 살 때 주는 플라스틱 칼로 잘라주면 그나마 변색을 방지할 수 있습니다.', '색감이 예쁜 파프리카는 꼭지 부분을 자른 뒤에 쓸 만큼만 자르고 씨를 도려내고 약간 굵은 채를 썰어줍니다.', '적양파는 통썰기 해서 뜯어주면 낱개로 링 모양이 되고요. 적양배추도 채를 썰어줍니다. 손질한 야채를 큰 볼에 넣고 찬물을 부어서 야채들을 섞어주면 물 때문에 야채들이 잘 섞여집니다. 그러므로 물을 부은 다음 섞는 것 잊지 마세요.', '야채 탈수기에서 물기를 제거해 주세요.', '드레싱이 묽은 샐러드를 담을 때에는 접시가 약간 옴폭한 것이 좋답니다. 곤약도 올려줍니다. 크래미나 게맛살을 올려도 좋을 거 같네요. 뭐, 재료들은 구애받지 말고 좋아하는 재료나 냉장고에 있는 재료를 넣으시면 됩니다.', '드레싱을 뿌려줍니다.']"
반건조한 귤로 감싼 새콤달콤 과일롤샐러드!,샐러드, 반건조한 사과1/4 배(大) 빨강 노랑파프리카 실 미나 귤1개 포도드레 포도주스 설탕1큰 소금 다진양파 사과식초 올리브오일2큰,"['포도드레싱은 분량의 재료대로 미리 만들어 냉장고에 넣어두세요. 사과식초의 양은 입맛에 따라 가감해주세요.', '실파는 끓는 물에 소금을 약간 넣고 데친뒤 얼른 씻어 얼음물에 담궈두었다가 롤을 감쌀때쯤 물기를 빼주세요.', '사과, 배, 파프리카들은 채썰어주세요.과일들은 기호에 맞게 준비하심되구요.', '요 반건조한 귤은 제가 직접 반건조한 귤이에요. 일부러 유기농 무농약 귤을 구매해 깨끗하게 씻어 물기를 제거한뒤, 얇게 슬라이스해서 식품건조기에서 건조했어요.식품건조기', '과일롤샐러드를 만들때 사용하는 귤은 너무 바삭하게 건조하시면 롤을 감쌀때 대부분 부서지니 반건조하시는게 좋아요. 저는 껍질째 반건조를 했지만 껍질이 부담스럽다면 껍질을 벗기고 반건조하셔도 되요.', '실파 ---> 반건조한 귤 ---> 사과, 배, 파프리카를 올리고,', '귤을 살짝 감싸준뒤,', '실파로 묶어 고정시켜주심 되요. 의외로 간단하지요?', '접시에 담으실때는 아랫부분에 귤을 슬라이스해서 깔아준뒤, 그 위에 반건조 귤로 감싼 새콤달콤 과일롤샐러드를 올려주시면 되요.']"
초간단! 아삭아삭 양배추 샐러드  코울슬로 집에서 만들기 :),코울슬로, 적양파(일반양파 양배추 당근 콘 마요네즈 레몬(식초로 설탕 소금,0
