레시피 제목,요리명,요리재료,레시피내용
짜투리식빵으로 크림스프&식빵 크루통 만들기,크림스프, 식빵 올리브유or식용유or버 파슬리가 크림스프가 후,"['재료:식빵2장,올리브유(없으면식용유도가능),파슬리가루크림스프가루,후추', '크루통만 만들어도 냠냠 맛나지만 저는 아침식사대용으로 만들거라, 크림스프도 준비했어요~^^', '식빵2장을 정사각모양으로 잘라줍니다.', '식빵의 테두리는 쓰셔도되고 안쓰셔도 되지만~저는 쓰는게 모양이 이쁘더라구요머, 별차이는 없어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '후라이팬에 올리브유(또는식용유)를 골고루 뿌려줍니다.버터로 하시면 더 고소하게 드실수 있어요^^', '그리고 잘라둔 식빵을 올려서 올리브유가 잘스며들도록 나무젓가락으로 휘휘 볶아주세요.', '파슬리가루가 없으면 패스하셔도 되고~이왕이면 이쁘게 먹는게 좋으니까 저는 파슬리가루를 듬뿍 뿌려주었습니다.', '식빵이 노릇노릇하게 구워지면~완성!벌써 끝이예요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ식빵 크루통 만들기 쉽죵???', '여기서 그냥 먹으면 좀 섭섭하죠!저는 아침식사용으로 할거라 크림스프도 함께 먹으려고 준비했어요.냄비에 찬물800ml를 종이컵기준으로 4컵정도의 물을 넣어줍니다.', '불에 올려놓고 크림스프가루를 넣은뒤 끌을때까지 휘휙 잘저어준뒤 끌어오르기 시작하면 눋지않도록 3분간 더끓여주면 완성역시 라면이나, 요런식품은 메뉴얼대로 해야 맛나요 ㅋㅋㅋ', '그릇에 크림스프를 넣고,만들어둔 크루통을 올린후 후추가루 톡톡 뿌려주면~', '아침식사용으로좋은 크림스프& 식빵 크루통이 완성이 되었어요!']"
오늘 뭐먹지? 성시경의 미역전복수프♪,미역전복스프, 전복 바지락조개 버터 밀가루 생크림 파뿌리 미역 물 참기름,0
양송이버섯스프 레시피,양송이버섯스프, 버터 밀가루 양파 양송이버섯 우유 소금 치킨스톡,"[' 양송이버섯은 모양대로 채썰구요. 양파도 채썰어주세요. ', '후라이팬에 버터와양파를 노릇노릇 볶아준후 약간의 우유를 넣고 바글바글 끓여주세요. ', ' 그런다음 믹서에 갈아서 준비해놓으시구요.', '서양메뉴에 스프나 스톡에 기본인 루만들기. 루의 기본은 밀가루와 버터를 동량으로 넣으셔서 약불에 기름없이 볶아주세요. 그럼 처음엔 단단히 반죽이 되다가 볶으면 서서히 죽처럼 되는데요. 하얗게 낮은불에 볶으면 화이트 루(ROUX)이며 조금 강한불에 볶으면 브라운 루로 만들 수 있어요. 요기에 육수를 해물을 우린물을 넣으면 해물요리에. 소갈비를 뼈째 볶아 내어 우린물을 넣어서 스테이크소스로 만들기도 한답니다.', ' 완성된 화이트루에 좀전에 양파양송이볶아 우유넣어 갈아준것을 넣어요. ', '요렇게 넣어서는 보글보글. 그리고 적당량의 우유를 더 넣어서 걸쭉하게 될때까지 끓여주면 되는데요.', '이때 우유대신 생크림을 넣으시면 조금더 고소하게 양송이스프를 만들 수 있답니다. ', ' 그리고 맛내기비결하나는 바로 치킨스톡을 조금 넣어주는것.', '치킨스톡 없으시면 그냥 소금조금넣고 후추약간 넣어서 마무리하시면 되어요.', '보글보글 양송이슾 완성. 전 식감을 즐기기위해 식빵을 사방1*1로 잘라 기름없이 후라이팬에 구워서 크루통을 만들어주었어요.그리고 좀전에 갈기전 이쁜 양송이는 빼두었다가 함께 넣어서 먹으면 양송이 씹는맛이 두배가 된답니다. 완성된 양송이스프는 보기좋게 담아먹기. 주말아침 가볍게 먹는 브런치로도 좋을것같죠? 노릇노릇 구워진 크루통때문에 양송이스프가 더 맛나게 보인다는거. 물론 크루통때문에 살짝 적셔진 양송이스프가 입안에서 톡 빠져나오면서 바사삭 소리를 내면 그게 그렇게 맛날 수가 없지요.', '모닝빵을 한조각 떼어서 양송이 슾에 살짝 적셔먹으면 이건 정말 빈그릇 될때까지 막 먹고있는 절 보게된다는~']"
오늘의 아기밥상-검은콩 스프,검은콩스프, 검은콩 우유 소금 아가베시,"['약간의 물과 불린 검은콩을 믹서기에 넣고 잘 갈아줬어요.', '곱게간 콩물과 우유를 2:1 비율로 냄비에 넣고 약한 불에서 저어가며 끓이다가 쌀가루(혹은 전분가루)를 넣어 걸쭉해지도록 농도조절을 했어요. 소금 약간과 아가베시럽을 넣어 간을 하면 완성~!!', '두부는 한입에 먹기 좋도록 작게 잘르고 계란옷을 입혀 주세요.', '약한 불에서 프라이팬에 구워요. 그릇에 담고 잣과 흑임자를 뿌려 스프 위를 장식해서 완성합니다.']"
최현석 셰프의 굴미역수프,굴미역스프, 굴 자른 양파 마늘(갈은것) 참기름 소 후춧가루 버터 밀가루중력분 우유 양 버 밀가 참기 마,0
고구마죽 고구마스프 초간단레시피,고구마스프, 한입 우유 슬라이스치즈,"['고구마는 삶아서 으깨줍니다.', '으깬 고구마를 냄비에 넣구요', '우유3컵을 넣고 끓여주다가 핸드블렌더로 더 곱게 갈아주세요.핸드블렌더가 없으면 믹서기에 넣어서 갈아 다시 냄비에 넣고 끓여줘도 됩니다.', '농도는 우유로 조절해주면서 약한불에 살살 저어주세요.', '마지막에 치즈를 한장 넣어서 녹을때까지 저어주면', '고구마죽이 완성~']"
게살스프 만들기 ,게살스프, 리얼 양파채 파프리카채 당근채 부추 달걀 멸치 녹말물 물 소금 후추,"['야채들은 최대한 아주 얇게 써는 것이 포인트입니다. 색감을 알록달록하게 맞추면 좋구요. 부추 대신 청경채나 시금치 같은 것도 괜찮아요.', '원래 게살 스프에는 닭육수나 치킨 스톡이 들어가나, 일반 가정에 없을 경우가 많아서 멸치 육수로 대신하였습니다. 멸치 육수로 만들어도 맛은 먹을 만합니다.', '프리미엄급 게맛살이라서 게향도 많이 나고 아주 부드럽네요.', '게살은 결 방향대로 찢어주세요.', '계란은 흰자만 사용하는데, 거품기를 이용하여 거품을 내서 사용하면 훨씬 몽글몽글 고급스러워진답니다. 그냥 넣는 것보다요.', '멸치 육수( 500ml ) 가 끓으면 양파채, 당근채, 파프리카 채 등을 넣어줍니다. 얇게 썰어서 금방 익는답니다. 얇게 썰어야 먹을 때 식감도 좋구요.', '거품 낸 달걀 흰자를 위에서 뿌려줍니다. 구름 모양처럼 예쁘게 피어 오른답니다. 그냥 거품기 없이 넣어주면 좀 밋밋하긴 해요. 거품기 없으면 할 수 없구요. ', '게살은 그냥도 먹는 것이니 살짝만 익혀주어도 됩니다. 4개를 사용했구요.', '게살 스프의 키 포인트는 녹말물입니다. 감자 녹말 1큰술반에 물 2큰술 반을 넣어 저어줍니다. 시간이 지나면 가라앉으니 넣기 직전에 한번 저어서 넣어주세요.', '녹말물을 넣어주니 국물이 걸쭉해졌습니다. 불을 끄고 부추를 넣어서 여열로 익혀주세요. 부추는 익힐 필요가 없답니다. ', '마지막으로 소금 1작은술로 간을 합니다. 지금 후추를 넣어도 되구요. 먹기 직전에 후추를 뿌려드세요.', '요게 2인분 양입니다.', '게살 스프가 완성되었습니다.~~ 녹말물이 들어가서 잘 식지 않아서 좋구요. 집에서 가지고 있는 편한 재료로도 게살 스프를 만들 수 있답니다. 후추를 뿌려 드시는 것 잊지 마시구요. 은근히 고급스러운 게살스프, 한번 만들어 보세요.']"
클램 차우더 스프(clam chowder soup) 만들기 ,클램차우더스프, 감자 양파 당근 조갯살 월계수잎 물 치킨스톡 생크림 물 화이트루- 박력분 우유,"['먼저 감자3개에 물을 200g을 넣고 감자를 삶아주세요. 감자3개중 2개는 큐브모양으로 썰어서 스프에 넣을꺼고 하나는 으깨서 스프베이스로 쓰일꺼예요.', '삶은 감자는(2개) 큐브모양으로 잘라준비하고 당근도 역시 큐브모양으로 잘라 준비해주세요. 양파는 채썰어준비하고 조갯살은 흐르는 물에 헹궈 준비해주세요. (저는 냉동조갯살을 이용해서) 스킨스톡 1개와 생크림역시 준비해주세요.', '감자가 다 익어갈쯤 마구 으깨서 물이 마를때까지 포슬하게 마구 으깨서 섞어주세요. 그냥 건져서 으깨도 좋습니다.', '으깬감자에 양파를 넣고 섞어서 볶아준후 당근 넣고 섞어준후 준비한 물 250g을 넣고 섞어주세요.', '조갯살도 넣고 섞어준후', '보글보글 끓으면 치킨스톡을 넣고 섞어준후', '준비한 생크림을 넣고 약불에서 끓여주세요.', '한번 끓어오르면 삶아서 큐브모양으로 자른 감자를 넣고 약불에서 뭉글하게 끓여주세요.', '혹시나 조갯살과 생크림의 비릿한 맛을 잡아줄 월계수잎 한장 넣고 약불에서 뭉글하게 끓여주세요. (좀 더 깔끔한 맛이 납니다)', '팬을 달군후 버터를 넣고 녹여준후 버터 거품이 뽀글뽀글 올라오면 박력분을 넣고', '불에서 내려 날가루 없이 볶아준후 고루 볶아졌으면 준비한 우유를 조금씩 넣고 약불에서 섞으면서 끓여주세요.', '뭉글하게 끓고 있는 스프에 만들어준 화이트루를 넣고 고루 섞어주세요.', '고루 풀어졌으면 알맞은 농도로 끓여준후 월계수잎을 건져주면 완성입니다.']"
|고구마요리|고구마 스프 만들기 고구마죽,고구마스프, 고구마 버터 우유 소금 파마산치즈 파슬리가루 설탕,0
다이어트요리/ 이하늬레시피/ 단호박스프,단호박스프, 단호박 양파 우유,"['먼저 양파를 잘게 썰어주기! 딱히 크기는 상관없답니당', '그다음 단호박을 손질해줄거예요~! 이때 이하늬 씨가 알려준 방법은 단호박을 3분간 전자레인지에 돌려주면 감자칼로 껍질을 벗기기가 쉽다는 정보! 저도 그 방법으로 했어요! 그 다음 숟가락으로 단호박 속을 퍼내서 깔끔하게 비워주기!전자레인지', '그다음 단호박이 잘 익도록 얇게 얇게 썰어주기!', '다시 한 번 조각조각 내주세요~', '모든 준비가 끝났으면 그다음! 냄비에 기름 또는 버터를 살짝 두르고 양파가 투명해질 때까지 볶아주기!', '그다음 단호박을 넣고', '우유를 부어주면 끝! 우유의 양은 단호박의 양을 고려해서 넣어서 끓여주다가 농도를 봐주면서 우유를 첨가해주시면 될 것 같아요!', '단호박이 익으면서 점차 색이 노래져요!', '요로케 요로케 ~ 이때 참고로 점도가 높아서 막 여기저기 팡팡 튀기기 때문에 나뭇 주걱으로 계속 휘휘 저어주셔야 해요!', '계속 끓이다 보니까 농도는 어느 정도 맞춰졌는데 건더기들이 잘게 잘게 남아있어서 핸드믹서로 깔끔하게 한 번 더 갈아주었어요!', '한 숟가락 드셔보시고 입맛에 따라 소금으로 간을 해주시면 될 것 같아요! 저는 간을 전혀 안 했는데도 맛있었어요ㅎ정말 곱게 갈린 단호박! 헤헿 색 너무 예뻐요~', '그릇에 담아내면 초간단 다이어트요리 이하늬레시피로 만든 단호박스프 완성! 집에 브로콜리나 파슬리가루가 있다면 데코를 해주세요~']"
백종원 크림수프레시피,크림스프, 식빵 비 버터 밀가루 우유 파슬리가루 소금 후추,"['버터를 넣어서 잘 녹여 줍니다.', '이 정도 되면', '약불 조 절 후 밀가루를 넣어 루를 만들어 줍니다. 고소한 맛을 위해선 약한 불에서 뭉근히 해줘야 해요. 우유를 10배 정도 부어줍니다.', '루와 잘 섞이게 하기 위해서 뭉치지 않게 저어줍니다.', '소금 간을 해주면 완성 원래 백주부는 msg 조미료 미원을 첨가하라고 했지만 전 소금으로만 간했어요.', '토스트를 약간 바삭하게 구워서 잘라 넣어주면 한 끼 식사로도 든든하고 주요리를 먹기 전에 입맛도 돋울 수 있는 크림수프 만들기 초 간단 레시피로 완성되었어요.']"
맛있는 양파 크림스프로 저녁은 근사하게 아침은 간단하게~ ,양파크림스프, 다진 다진 버터 생크림 물 밀가루 소금 통후추,"['양파는 잘게 다졌어요', '마늘도 잘게 다져서 준비했어요', '양파에 버터 3큰술 불량을 넣어 열이 오른 냄비에서 넣었어요', '다진 마늘도 함께 넣었어요', '양파랑 마늘을 달달 볶았어요', '양파가 \ufeff갈색으로 변한 다음 밀가루를 넣고 잘 섞어주어요', '보통은 닭육수로 스프를 만들면 가장 맛있겠지만 오늘 이오네는 신선한 맛이 일품인 생크림이 있어서 그냥 물을 넣어 잘 섞어주었어요', '생\ufeff크림을 넣어 잘 섞었어요', '바글바글 끓으면~~ 완성']"
단호박크림스프 - 폰타나 데니쉬 오리지널크림스프로 간단하게.,단호박크림스프, 폰타나 단호박 우유,0
부드럽고 고소한 컬리플라워 스프,컬리플라워스프, 콜리플라워 당근 샐러리 물 고체 버터 밀가루 우유 체다치즈 소금 후추 핫소스(선택사항),"['컬리 플라워는 꽃 부분만 먹으므로 잘라내 흐르는 물에 깨끗이 씻어서', '먹기 좋게 잘라 주세요.', '당근은 껍질을 벗겨 길게 채 썰어 주시고', '샐러리는 잘게 다져 주세요.', '커다란 냄비에 준비한 야채와 물, 닭고기 고체 스프를 넣고 센 불에서 끓이다가 끓기 시작하면 불을 줄이고 뚜껑을 덮어서 채소가 부드러워질 때까지 10~15분 동안 익혀주세요.', '야채가 끓는 동안 작은 냄비를 중간불에서 달궈 버터를 넣고, 버터가 녹으면 밀가루를 넣고 볶아 주세요. 밀가루가 타지 않게 주의! 밀가루가 고루 익으면 우유를 조금씩 부어 중간불에서 걸쭉하게 되도록 저어주세요. 불을 줄이고 치즈를 넣어 녹여 줍니다.', '다 된 크림소스를 야채가 익은 냄비에 넣어 섞어주고 소금, 후추로 간하면 고소하고 크리미한 컬리 프라워스프가 됩니다.', '따뜻한 스프를 한 스픈 떠 먹으면 고소하고 부드러운 맛이 입안에 퍼집니다.']"
아침간편식 브로콜린스프만들기,스프, 브로콜리 새송이버섯 양송이버섯 우유 버터 치즈 소금 후추,"['브로콜린스프를 만들 재료부터 준비해 놓습니다. 브로콜린는 한번 데쳐서 익혀 놓았고 양송이버섯하고 새송이버섯도 잘게 썰어서 준비해 놓았습니다.', '그리고 버터랑 우유, 소금, 후추, 크림치즈와 체다치즈 두종류를 준비해 놓았습니다. 치즈는 그냥 집에 있는 치즈를 사용했습니다.', '먼저 버터를 녹인 상태에서 해 주셔야 하는데 저는 그냥 밀가루 넣고 버터 넣고 같이 볶아가면서 녹여 주었습니다. 실온에서 녹인 버터나 아니면 전자렌즈에 30초, 그리고 30초 이렇게 두번 돌리면 녹은 상태가 됩니다.전자레인지', '여기에 우유를 넣고 끓여 줍니다. 녹이지 않은 버터를 사용했더니 뭉쳐졌네요. 그럼 거품기를 이용해서 잘 풀어 주시면 됩니다.', '데친 브로콜린은 믹서기에 갈아 주시고요.', '잘 풀어졌지요. 여기에 이제 준비한 재료들을 넣고는 약불에 잘 저어가면서 끓여 주시면 됩니다.', '버섯 넣고 이태리파슬리도 함께 넣어 주었습니다. 그리고 치즈도 넣어 주세요. 거품기로 잘 풀어지도록 저어가면서 끓여 주시면 됩니다.', '그리고 갈아 놓은 브로콜린을 마지막에 넣고 저어 주세요. 계속해서 저어 주시는 것이 중요합니다. 그래야 뭉쳐지지 않고 밑에 눌러 붙지 않거든요. ', '이제 마지막으로 소금과 후추로 간을 해주시면 끝입니다.', '보온통에 넣고 애플민트 하나 올려주시고 출근 후에 후루룩~ 드시면 맛있지요. 여기에 크루통 넣어서 같이 드시면 더욱 든든한 아침이 되죠!!']"
옥수수 치즈수프,옥수수치즈스프, 양파 피망 빨간파프리카 양송이 삶은 우유 인스턴트 기름 피자치즈 후추,"['양파 1/2개, 피망 1/2개, 빨간파프리카 1/2개, 양송이 3개를 굵직하니 잘라 줍니다. 삶은 찰옥수수 1컵 을 준비해 줍니다.', '우유 2컵에 인스턴트 수프가루 2봉지...60g을 넣고 덩어리 없이 고루 풀어 줍니다.', '달군팬에 기름 1큰술을 넣고 준비한 채소 양파, 피망, 파프리카, 양송이를 넣고 볶아 줍니다.', '그리고 옥수수를 넣고 고루 섞어주면서 기름이 쏙 배도록 볶아 줍니다.', '그리고 준비한 수프+ 우유를 붓고 바닥이 눌지 않도록 저어 주면서 끓여 줍니다.', '수프가 끓으면 피자치즈 100g을 넣고 걸쭉하니 고르게 저어 주면서 끓여주시고 마지막에 후추 1/2작은술 정도를 넣어 줍니다. ', '그릇에 바게트와 함께 담아도 좋고 따로 담아 내어도 좋아요~']"
브로컬리감자스프:한파 닥친 날  아침메뉴로 딱 좋다!,브로컬리감자스프, 버터 밀가루 감자 데친브로콜리 양파 우유(생크림) 황태육수(물) 소금 파마산치즈가루 후추 달걀(생략가능) 리코타치즈(생략가능),0
당근크림스프:크림스프에 컬러를 입히고 영양을 높이다,당근크림스프, 당근 버터 밀가루 우유 물 생크림 소금 그라인드 파슬리가루 파프리카가루,"['약불에서 버터를 녹인 후 밀가루를 넣고재빠르게 젓는다', '1,2분정도 프라이팬을 불에서 떼었다 놓았다 하면서 저어주면 루 완성이다', '완성된 루에 우유+물+생크림을 분량대로 넣고 얇게 썬 당근을 넣어끓인다*시간절약을 위해 당근을 미리 익히거나채썰어 넣어주어도 좋다', '당근이 다 익으면 핸드블랜더로 곱게 갈아준다', '우유나 물을 첨가해 농도를 조절한 후 한소끔 끓이고 소금을 넣어 간을 맞춘다*좀 더 곱고 부드러운 크림스프를 만들기 위해서는 한번 체에 걸러내기도 하는데 집에서 먹는 건 굳이 그러지 않아도...', '식구들 기호에 따라 수란이나 리코타치즈 등을 올려주었고익힌 당근을 모양내어 올리고 색감을 위해 파프리카가루,파슬리가루, 그라인드 후루를 뿌려주었다*더 든든한 식사를 위해서는 식빵을 구워낸 크루통을 올려주면 좋다']"
양파크림스프:진한 크림스프속으로 달큰한 양파가 퐁당!,양파크림스프, 버터 밀가루 양파 육수/물/우유 생크림 소금 그라인드 파마산치즈가루 옥수 모닝 리코타치즈,"['-양파는 잘게 다진다', '-팬에 버터를 넣어 녹인다', '-다진양파를 넣어 볶는다*카라멜라이즈드 될 때까지 볶는게 가장 좋은데 시간 없을 때는 최소한설컹거림없이 완전히 익을 때까지 볶아주어야 한다', '-양파가 다 볶아지면 밀가루를 넣어 타지 않게 재빠르게 볶는다*밀가루를 버터양에 비해 많이 넣거나 탈까봐 대충 볶으면 밀가루 풋내가 나서 좋지 않다어쩌면 옛날 경양식집의 그 맛을 느끼게 될런지도;;;;', '-밀가루까지 다 볶아지면 육수를 넣고 숟가락으로 양파건더기를 잘 풀어가며 끓인다*우유를 넣어주는 것이 좋은데 없을 경우 육수나 물을 대신할 수 있다', '-생크림을 넣고 한소끔 더 끓인다*보통 이 쯔음에서 핸드블랜더 등장해 주시는데 이번엔 생략했다입맛껏 곱게 갈아주어도 좋다', '-소금 넣어 간을 맞추고 불을 끈다', '가벼운 식사를 원하면 -그라인드후추와 파마산치즈가루 살짝 뿌려주고 리코다치즈와 옥수수알갱이 조금 올려주는 정도로만...', '든든한 식사를 위해서는빵을 구워 올려주는 것도 좋다']"
고기와 야채를 함께 즐기는 뜨끈한 햄버거 스프,햄버거스프, 소고기 다진 다진 다진 껍질 강낭콩 닭육수 토마토 오레가노 파슬리 소금 후추  삶은,"['야채는 작게 깍둑썰기 해 주세요.', '생파슬리는 곱게 다져 놓습니다.', '강낭콩 통조림은 걸러내 한 번 헹구어 물기를 빼 주세요.', '달군 팬에 기름을 약간 두르고 간 소고기를 넣어 볶다가 양파, 당근, 샐러리를 넣고 부드럽게 볶아 주세요. 양파가 투명해질 때까지...', '파스타를 제외한 모든 재료를 넣고 한소금 끓인 후,', '약불에서 재료들이 잘 익도록 한 시간 정도 뭉근히 끓여줍니다. 그 동안 파스타 면은 끓는 물에 잘 삶아 올리브유에 살짝 버무려 놓으세요.', '소금으로 간을 맞춘 후, 그릇에 미리 삶아 놓은 파스타를 먹을만큼 넣고 스프를 푸짐하게 담아 주세요. 뜨거운 스프를 한 접시 가득 먹고 나면 속이 든든해 진답니다.']"
대파크림스프:대파가 한창 맛있을 때니까~,대파크림스프, 대파흰부분만 버터 밀가루 육수 우유 생크림 소금(갈릭솔트) 그라인드후추,"['-대파는 흰부분만 쫑쫑 썰어 버터에 볶는다*대파(중파) 흰부분이 모자라서 초록부분도 조금 넣어주었다;;', '-육수와 물을 넣고 재료가 잘 섞이게 저어주며 끓인다', '-핸드블랜더로 갈아준다', '-생크림을 넣고 한소끔만 끓인다', '-불을 끄고 소금+후추를 넣는다*갈릭솔트가 있으면 그걸 넣어주면 더 맛있다', '-스프를 체에 거른다', '-한소끔 휘리릭 끓인 후 그릇에 담아낸다']"
감자스프,감자스프, 감자 대파 치킨스톡 우유 생크림 크루통 버터 파마산치즈 넛맥 파슬리가루,"['식빵은 적당한크기로 잘라 버터두른팬에 노릇하게 구워준후... 파르메산치즈를 솔솔 ~~ 뿌려둡니다 ~', '감자는 최대한 얇게 썰어주시고 감자를 썰어서 찬물에 5분정도담궈놓아 전분기를 빼줍니다...', '양파와 대파를 썰어준비하고요', '팬에 버터를 두르고 감자를 볶아줍니다....', '감자가 반쯤익으면 양파와대파를 넣고 골고루섞어 볶아줍니다', '닭육수와, 생크림, 우유를 넣고 끓여줍니다.', '거의 졸아들때쯤, 소금과후추로 간을 해줍니다...', '믹서에 곱게 갈아줍니다', '노릇하게구워낸 식빵을 올려준후, 살앙하는 봉서방과 아들에게 ~~~ 슝 ~~~']"
감자스프 만들기 크루통 가득넣어,감자스프, 감자 양파 우유 버터 파르메산치즈가루 소금,"['양파는 채썰고 감자는 편으로 썰어줍니다.감자를 써는 이유는 빨리 익히기 위함입니다', '버터 한스푼을약불에 녹인후 양파를 먼저 볶습니다.투명해질때까지 볶아줍니다.', '감자를 넣고 우유를 바로 부어줍니다.감자를 넣은 후 저어주면 전분때문에 소화가 불편해진다고 하니 젓지마세요^^익을때까지 끓입니다.', '감자가 익는동안 식빵으로 크루통을 만들어요 적당한 크기로 자른 후 기름두르지 않은 팬에 뒤적여주며 익힙니다.', '감자가 익었으면 한김 식힌 후 블랜더나 믹서기로 갈아줍니다.파르메산치즈가루와 소금으로 간을 맞추면 끝', '먹기전에 핸드블랜더로 한번 더 갈아주면 훨씬 풍성하고 부드러운 맛을 느낄수 있습니다.']"
밤스프,밤스프, 밤 양파 물 우유 꽃소금,"['밤은 잘 익게 하기 위해 2등분내지 4등분 해주면 되고요. 양파도 역시 잘 익게 작게 잘라주시면 됩니다.', '물과 우유는 동량으로 종이컵 1컵 분량입니다.', '냄비에 밤과 양파를 넣고 종이컵 1컵 분량의 물을 부어주면 됩니다. 물 분량은 쉽게 말하면 식재료가 잠길듯하게 부어주면 되는 것이죠. 밤과 양파에서도 익으면서 수분이 나오기에 물을 너무 많이 넣지 마세요.', '냄비 뚜껑을 닫고 익혀주는데, 끓기 시작하면 불을 줄여서 익혀줍니다. 밤을 하나 먹어보면 익었나 안 익었나를 쉽게 알 수 있지요.', '한김 식히고 믹서에 곱게 갈아줍니다. 너무 뜨거운 채로 믹서에 넣지 마세요. 곱게 갈아주는 것이 포인트입니다. ', '체에 한번 더 내려주시면 좋구요. 믹서에 남아 있는 밤재료가 아까워 우유를 여기에 부어서 남은 재료가 버려지지 않도록 합니다. ', '냄비에 갈은 재료들을 넣고 우유를 조금씩 부어가며 약불에서 익혀줍니다. 우유는 너무 센불에서 익히면 단백질 응고로 막이 생긴답니다. 마지막에 소금 1티스푼을 넣어 간을 합니다. ', '밤과 양파 자체의 단맛 때문에 설탕을 넣지 않아도 충분히 단맛이 있구요. 알맞은 농도는 주르륵 흐를 정도의 걸쭉한 농도가 좋아요. ', '밤을 삶을 때 미리 익힌 밤을 꺼내서 고명으로 사용합니다. 2등분씩 4조각을 만듭니다.', '밤스프가 완성되었습니다. 고명으로 밤은 4 조각을 넣어주었구요. 2조각은 거의 가라앉았네요. 밤을 고명으로 사용하는 이유는 밤스프라는 걸 상징적으로 보여주는 것이기도 하지요. 밤스프는 영양간식으로도 좋은데요. 병중 회복기 환자식, 이유식으로도 아주 좋답니다. 입자가 고와서 더욱 고급스러운 밤스프입니다. 한번 만들어 보세요.']"
크램차우더 레시피   사먹는 그 맛 그대로 조개스프 만드는법 :),차우더, 우유 생크림(휘핑크림) 물 바지락 다진 다진 소세지 체다치즈 버터 소 후 파마산치즈가루 파슬리가루(생략가능) 치킨스톡,0
옥수수캔 요리 :: 옥수수 스프 만들기,옥수수스프, 옥수수스프재 캔옥수수 감자(작은사이즈) 양파 버터 우유 소 후추,"['캔옥수수는 체에받쳐 물기를빼주세요', '냄비에 버터를 넣고', '감자 작은거1알과 양파반개를 잘게썰어 타지않게 볶아줍니다 (믹서에 갈아 끓일꺼기때문에 너무 푹익힐필요없어요!)', '준비된 옥수수와 볶아놓은 감자양파,우유1컵(200미리)를 넣고 곱게 갈아주세요', '거친맛이 싫으신분들은 체에걸러 뭉근한불에 끓여주세요', '걸죽한 농도가 되면 끝접시에 담아 기호에맞게 후추등을 첨가해드시면 됩니다 ^^']"
치킨수프,치킨스프, 닭가슴살 파 양파 다진마늘 월계수잎 양파 양배추 버섯 감자 소금 후추,"['닭가슴살과 대파 1대, 양파 1/4개, 다진 마늘을 넣고 물을 붓고 끓여주세요.', '센불로 10분, 중약불로 30분간 끓여준 다음 육수는 체에 걸러줍니다.', '그 사이 양파, 감자, 양배추, 버섯은 적당한 크기로 썰어주세요.당근도 넣어주면 더 맛있습니다. 좋아하는 채소 어떤 것이든 넣어주면 좋아요.', '닭가슴살은 꺼내 적당한 크기로 썰거나 찢어주세요.', '채소와 닭가슴살을 냄비에 담고 소금을 약간 넣습니다. 나중에 완성 전에 간을 조절해야 하니 적당량을 넣어주세요.', '체에 걸러둔 육수를 붓고 한소끔 끓여줍니다.', '버섯은 쉬이 무르니 나중에 넣어주세요.감자가 익으면 마지막으로 소금으로 간을 하면 됩니다.', '후추 약간과 파슬리를 뿌려 내면 감기 뚝 떨어지는 치킨 수프 완성~']"
소화가 잘되는 고구마 스프. 유아식으로도 좋아요~,고구마스프, 삶은 우유 소금 후추 파슬리가루,"['삶은 고구마 껍질을 벗긴 뒤 팬에 겉면을 노릇 노릇 구워준다.', '믹서에 고구마와 우유를 넣고 부드럽게 갈아준다.', '다시 팬에 붓고 잘 저어가면서 끓여준다. 이 때 소금,후추로 간을 한다.', '스프가 끓으면 불을 끄고 도자기 그릇에 담고 파슬리 가루를 뿌려준다.']"
#호박스프#,호박스프, 늙은호 마 감 어니 버 소 후 우 치킨스,"['호박 감자.양파.마늘. 치킨육수.를 준비 합니다.', '1의 재료를 잘게 썹니다', '2의 재료를 오리브유나 버터를 볶아준다음에 육수를 넣고 푹끓여줍니다', '3을 핸드브랜더로 갈아주고 소금과 후추로간을 맞춥니다', '고소하고 부드러운 호박 스프사 완성이 됐습니다 가니쉬는 호박씨를 뿌리면 더욱 풍미롭고 씲는 맛이더해저서 더욱 고소 합니다']"
으?- 기운내기  내영혼의 치킨누들 수프!,치킨누들스프, 치킨육 닭(중간크기) 당근 셀러리 양파 마늘 통후추 월계수잎 치킨 당근 셀러리 양파 에그누들(or파스타면) 파슬리 소금 후추,0
깨쟁이요리☆최고의브런치-양송이 크림스프 ,양송이크림스프, 양송이 양파 대파 감자 버터 우유 생크림 치킨스톡 밀가루,"['[양송이 크림스프]양파.양송이.대파.감자 채썰기', '냄비 버터.야채볶다가 밀가루1Ts넣기', '치킨스톡넣고 반정도 쫄면 우유.치즈.생크림넣고 야채 무를때까지끓여주기', '믹서로갈아 냄비에넣고 소금.후추']"
칼라 후라워 스프,스프, 갈라후라 감 우유 소 후,"['칼라후라워, 감자, 버터, 치킨스톡, 우유를 준비 합니다.', '감자와 칼라후라워를 버터와 같이볶다가 물을넣고 끓입니다. 그리고 치킨스톡을 넣어 다시끓이다 우유를 넣습니다.', '2를 핸드블랜더로 갈아서 스프로 만듭니다.', '소금후추로 간을 하면 건강에 좋은 갈라 후라워 스프가 완성 됐습니다.']"
