레시피 제목,요리명,요리재료,레시피내용
맛있는 시금치 요리 - 시금치 프리타타 (이탈리아식 오믈렛 만들기),시금치프리타타, 시금치 달걀 양파 새우 프랑크 다진마늘 소금,"['먼저 재료 손질부터 해주세요.시금치는 밑동을 잘라주시고 잘게 손질해주세요.그리고 양파는 1/4개, 프랑크 소세지는 1/2개, 새우살은 소금, 후추로 밑간을 해줍니다.이외에도 기호에 따라 냉장고, 냉동실 재료들 추가로 넣으시면 됩니다.', '달걀 3개, 소금 1티스푼, 우유 100ml를 넣고 잘 섞어주세요.여러명이서 드실꺼면 달걀을 더 추가해주세요!', '먼저 냄비에 올리브오일을 넣고다진마늘, 양파를 넣고 볶아주세요.', '그 다음 남은 재료들을 다같이 넣고 볶아줍니다.', '새우살이 붉게 익으면 준비한 계란물을 넣고약불에서 은은하게 익혀주세요.밑바닥이 눌러붙지 않게 잘 뒤섞여줘야 합니다.', '저는 치즈를 너무 빨리 넣었는데요.달걀이 80%정도 익었을때 치즈를 넣어주세요.그리고 치즈가 녹을때까지 익혀주면 완성!밑바닥이 눌러붙지 않게 잘 저으면서 익혀줘야 하는데치즈를 미리 넣어버리면...안됩니다!!']"
양배추 롤 생크림 저염식 식단,양배추롤, 양배추 양배추 다진 팩 당근 다진 다진 감자전분 달걀 소금 후춧가루 파슬리가루 생크림 생크림 복분자 소금 후춧가루,0
집사부일체 이연복셰프 멘보샤 이렇게 쉽고 맛있는 거였어?,멘보샤, 식빵 칵테일새우 식용류 맛소금(or소금) 후추 버터 계란흰자 전분 파 칠리소스,"['빵을 잘라놓습니다', '손질한 새우를 잘게 다집니다', '새우에 순서대로 양념을 합니다', '웍에 식용류를 붓고 가열 시킵니다', '빵에 속재료를 올리고 빵으로 덮습니다', '기름에 타지 않게 튀겨냅니다', '기름을 제거하고 접시에 담아냅니다']"
전자레인지로 만드는 3분요리! 노오븐 호빵 치즈 그라탕 만들기 ,호빵치즈그라탕, 야채 볶음김치 달걀 우유 모짜렐라치즈,"['먼저 야채호빵 2개를 9 등분 해주세요.1인분에 1개씩 준비하시면 되요!', '김치는 잘게 다져서 식용유를 두르고 프라이팬에 볶아줍니다.볶을때 설탕 1큰술도 같이 넣어주세요', '달걀 2개, 우유 100ml를 넣고 달걀물을 만들어주세요.이때 소금간은 안하셔도 됩니다.볶음김치가 들어가서 간은 맞거든요.', '호빵에 달걀물을 붓고흠뻑 적셔주세요.호빵이 흠뻑 젖어야 부드러운 그라탕을 만들 수 있습니다.!', '그 위에 볶음김치를 올려줍니다.볶음김치가 싫으시다면토마토소스와 새우살을 올려도 맛있을꺼에요.', '그리고 마지막으로 모짜렐라 치즈를 듬뿍 올리고전자렌지에 3분간 데워주시면 완성!전자레인지']"
|김미푸드|저염식 단호박요리 담백하고 부드러워요.,단호박, 단호박 우유 슬라이스 로즈마리 꿀,0
통닭 구이 만드는 법 파 닭 만들기,통닭구이, 중간 허브솔트 올리브유,"['홈메이드 옛날 통 닭 만드는법 파 닭 만들기 레시피를 소개 해 드릴께요.', '우선 닭은 배를 갈라서 내장은 다 손질되어서 나오니 목부분과 꽁지 부분은 잘라 주시구요가장 자리 지방 부분도 잘라서 버려 주세요그리고 깨끗하게 세척을 해서 물기를 조금 빼 주세요', '그다음 올리브유를 바르고허브 솔트를 손으로 바르면서 골고루 발라주세요.젓가락으로 콕콕 찔러서 중간 살 부분도 간이 배도록 해주세요.그리고 간이 배도록 실온에서 한 5분에서 10분 정도 재워 두세요.', '그다음 에어프라이어에 넣고 180도에서 15분을 맞추고 윗부분을 익혀 주시구요180도 15분을 맞추고 아랫 부분도 익혀 주세요.그리고 젓락으로 중간에 젓가락으로 익었나 찔러 보셔도 되시구요.에어프라이어', '홈메이드 파 닭 만들기 통 닭이 익었나 확인 하시는방법은 바로 다리를 뜯거나 허벅지라고 해야 하나요?닭 다리 가장 두꺼운 부분을 떼어서 보셔서핏기가 없으면 다 익은 거랍니다.', '다 알맞게 익었네요.이제 집에서도 맛있는 통 닭 황금레시피홈메이드 통 닭 레시피 간단하게 만들 수 있어요.겉은 바삭 속은 부드럽게 완성이 되었답니다.']"
돼지고기 꼬치구이 / 버섯 목살꼬치,돼지고기꼬치구이, 목살 꼬마 돈까스소스 데리야끼소스 소금 후추,0
훈제연어 또띠아롤,훈제연어또띠아롤, 훈제연어 또띠아 사과 양파 양배추채 상추 홀스래디쉬소스,"['상추대신 양상추를 이용하셔도 좋아요', '약북에 또띠아를 살짝 구워주세요', '사과,양파는 얇게 채썰어주세요', '홀스래디쉬소스를 바르고 상추3장을 올려주세요홀스래디쉬소스는 마요네즈,레몬즙,다진케이퍼(피클).양파, 꿀,후추,연와사비등을 넣고 섞어주시면 되요', '양파채, 사과채를 올리고', '양배추채, 훈제연어3장을 올려주세요', '돌돌 말아 주면 완성~']"
두부패티버거로 건강하게 빠방!,두부버거, 모닝빵 토마토 양파 청상추 슬라이스치즈 패티 두부 돼지고기 양파 달걀 빵가루 부침가루 소금 후추 식용유 양념재 마요네즈 돈가스,"['패티재료의 양파를 곱게 다지고, 두부는 수분을 제거하고 곱게 으깬다.', '토마토와 양파는 링 모양으로 선다.', '볼에 분량의 패티재료를 넣고 잘 치댄후 햄버거 빵크기에 맞춰 둥글 넙적하게 만든다.', '달군팬에 기름을 둘러 돈가스소스를 발라가며 앞뒤로 노릇하게 굽는다.', '빵->마요네즈->청상추->토마토->패티->치즈->양파->마요네즈->빵 순으로 얹어 완성한다.']"
두부 동그랑 땡 저염식요리,두부동그랑땡, 두부 두부 냉동새우 양파 대파 청양고추 홍고추 달걀 소금 후춧가루 다진 식용유 새우밑간 맛 소 후춧가루 초간장 양조간장 식초,"['냉동 새우는 해동하고 두부는 물기 제거합니다', '물기 제거한 두부는 곱게 으깨 주세요 양파 청양 홍고추 대파도 곱게 다집니다', '해동한 새우는 머리 자르고 껍질 벗기고 이쑤시개로 새우 내장을 제거해요새우 머리는 국물요리에 육수로 활용하면 좋아요', '손질한 새우는 곱게 다지고 맛술 소금 한꼬집 후춧가루 약간 넣고 밑간합니다', '볼에 물기 제거한 두부 마늘과 다진 채소 넣고 소금 3꼬집 정도 후춧가루 넣어 섞고아이반찬으로는 청양고추는 안 넣으셔도 돼요', '여기에 달걀 1개와 밑간한 새우 넣고 골고루 섞어주세요', '두부 반죽은 한입 크기로 떼어 손에 올린 후 숟가락으로 모양을 만들어 놓아요', '달군 팬에 기름 약간 두르고 반죽 올려 노릇하게 구워줍니다', '노릇하게 구운 두부는 기름제거하고', '초간장: 양조간장 1 스푼 식초를 넣어 초간장을 만들어 두부 동그랑 땡과 곁들입니다 아이들 반찬으로 좋은 두부 동그랑땡 완성~']"
튀기지 않은 식빵 고로케 오븐구이,식빵고로케오븐구이, 감자 다진 다진 다진 소금(감자삶을때) 소금(다진채소 계란 식빵 버터 우유 후추가루 파마잔치즈가루 스리라차핫소스,0
저염식 시래기 오픈샌드위치,시래기오픈샌드위치, 삶은시래기 감자 삶은계란 마요네즈 치즈 마늘 통깨 죽염 참기름 카놀라유 유자청 다진양파 토마토,"['삶은시래기는 껍질 벗겨서 준비 하고 ~', '송송 작게 썰어 주세요', '송송 썰은 시래기에다진마늘,통깨,죽염,참기름넣어 주고 ~', '조물조물 무쳐서 잠깐 재워 두고 ~', '삶은계란은 다져 주세요', '팬에 카놀라유 두르고 시래기를 살짝 볶아 주세요', '바게트 빵은 적당한 두께로 썰어 주고 ~', '삶은 감자는 으깨 주고 ~', '으깬 감자에 계란다진것,마요네즈,다진양파,죽염 넣어 섞어 주세요', '모든 재료 준비 하고 ~(토마토는 슬라이스로 썰고,치즈는 반으로 잘라 주고)', '바게트빵 위에 치즈 올려 주고 ~', '토마토 올려 주고 ~', '으깬감자 올려 주고 ~', '시래기 듬뿍 올려 주세요', '마지막으로 유자청 올려 주면 됩니다', '접시에 담아 주세요']"
영화요리 ) 이것은 갈비인가 통닭인가 수원왕갈비통닭 ,수원왕갈비통닭, 닭 튀김가루 우유 물 후추 우유 양념재 간장 설탕 고춧가루 후추 물엿 식용유 참기름 다진 다진 콜라,"['손질된 닭을 우유에 30분간 재운 뒤 흐르는 물에 한 번 헹궈 물기를 제거해요.닭을 우유에 30분간 재우면 누린내가 제거돼요. ', '볼에 튀김가루, 물을 섞은 후 닭을 넣어 튀김옷을 입힌다.튀김가루:물은 1:1비율 ', '팬에 식용유를 넉넉히 붓고 7분간 튀겨 건진 후 2분간 한 번 더 튀긴다.튀기는 온도는 170~180도', '볼에 양념 재료를 넣고 양념장을 만든 후 달군 팬에 약불로 3분간 조린다.', '볼에 치킨, 양념장을 넣고 버무려 완성한다.짤 수 있으니 양념장을 조금씩 넣어가며 버무려요. ']"
초간단 하트맛살전 만드는 법 레시피,하트맛살전, 맛살10 계란3 당근 소금 설탕 이쑤시개,"['간단하게 꼬치산적 만들기 중 하나이고재료도 딱히 많이 필요 하지 않은 하트맛살전 만드는 법을 소개 해 드릴께요.', '하트맛살전 만드는법 잴됴도 간단해서만들기도 쉽고 언제든 해 먹을 수 있지여.우선 맛살은 하나를 반으로 세로로 잘라 주시구여당근은 얇게 채를 썰어 주세요', '그리고 계란을 풀어서 소금이랑 설탕 한꼬집씩 넣어간을 맞추어 주세요.', '그리고 당근 채 썰은 것을 넣고 저어서준비 해 주시구여그다음 맛살로 하트 모양을 잡아서 이쑤시개로 고정을 해 주세요.', '그럼 요런 모양이으로 하트가 마구 날라 오지요', '그다음 하트로 만든 맛살을 후라이팬에 기름을 두르고후라이팬을 예열을 한다음 따뜻해 지면 맛살을 넣으시구요그다음 계란물을 하트 안에 넣어 주세요.중약불에서 계란말이 만드는 법 할 때처럼아랫부분을 익혀 주세요.그리고 계란물이 다 익음 뒤집어 주세요.', '그럼 만들기도 참 쉽고하나씩 산적꼬치 레시피처럼 들고 다니면서먹을 수 있는 하트맛살전 만들기가 완성']"
컬리플라워로 만드는 홈메이드 건강 간식  컬리플라워 크래커  컬리플라워 크리스피,컬리플라워크래커, 컬리플라워(삶은) 파마잔치즈 갈릭파우더 파슬리가루 밀가루,0
매콤 달콤한 낙지호롱구이 만드는법 ,낙지호롱구이, 낙지8마 나무젓가락4 고추장2 고춧가루1/2 설탕 간장1/2t,"['낙지를 손질해서 돌돌 꼬치에 말아서 낙지꼬치를 만들어 봤어요..', '낙지는 우선 머리를 뒤집어서 내장을 제거합니다.그리고 눈과 입을 가위로 제거해 주시구요밀가루로 박박 스트레스 있으심 스트레스가 날아갈 정도로 박박 문질러서 손질 하심 되요..', '그렇게 깨끗하게 손질한 낙지를 꼬치에 말아주시면 되요..', '그다음엔 후라이팬에 낙지를 올려서 살짝 앞뒤 뒤집어 가면서 익혀 주세요.', '그리고 어느 정도 낙지가 익은 거 같음준비해 둔 양념 장을 앞뒤로 발라 주세요.골고루 발라 주세요.', '그럼 맛있는 낙지 호롱구이 완성']"
다이어트 식단 - 양배추 계란 후라이,양배추계란후라이, 양배추 슬라이스 계란 간 참기,"['양배추를 깨끗이 씻고 잘게 자른 후 전자레인지에 1분 30초 돌린다.전자레인지', '계란 후라이를 한다(반숙). 옵션으로 치즈를 얹어보았다. 히히', '전자레인지에서 양배추를 꺼내 유리볼에 옮겨닮은 후 2번을 얹히면 끝이다. 정말 초간단,,,']"
구워먹는 치즈 더 맛있게 먹는 방법!!ⓦ덴마크치즈,치즈, 구워먹는 베이컨 아스파라거스 올리브오일 다진마늘 후추 소금,"['마치 자그마한 두부같이 생겼어요.ㅎㅎ아이들 간식으로도 그냥 구워먹어도 좋고..활용해서 요리에 맛을 업그레이드 해주는데 활용해도 좋고요.우리 엄마아빠 간단한 안주로도 충~분한 구워먹는 치즈네요', '구워먹는 치즈 맛있게 먹는법!!!아주 간단해요.아스파라거스 준비해줍니다.아스파라거스는 깨끗히 씻은 후 감자칼로 겉의 섬유질만 슥슥 깎아 주면 됩니다.유난히 굵고 섬유질이 질긴 아스파라거스도 있어요. 감자칼로 슥슥...', '베이컨을 준비해주세요.베이컨을 살때까지만해도....아스파라거스 베이컨 말이를 하려고 구매한건데..제가 구매한 베이컨이 생각보다 두꺼운지라...잘 말리지 않네요.', '그래서 급 메뉴 변경!!베이컨을 잘게 잘라줍니다. 베이컨 보크라이스를 만들어 줄꺼예요.그리고 아스파라거스도 길게 두셔도 되고 살짝 3등분이나 2등분으로 잘라주셔도 됩니다.', '뭣이야.....이것이...ㅋㅋㅋ뭐가 그리 급했는지~~초점 날아갔고요~~그냥 올리브오일 두르셔도 됩니다.저는 얼마전 파프리카 오일절임의 오일이 살짝 남아서 사용했어요.후라이팬에 올리브오일 1/2큰술 둘러주고다진마늘 살짝 넣어주셔도 좋아요.', '마늘향 살짝 올라오면 베이컨을 넣고 바짝 구워주세요.센불에서 볶으면 금새 타니까..중약불에서 은근하게 볶아 줍니다.', '베이컨 한쪽 켠에 밀어두고 손질해둔 아스파라거스 그 기름에 그대로 볶아 주세요.아주 살~~짝만 볶아 주면 됩니다.', '아주 말랑말랑해보이는 먹음직스러운 두부같은?? 덴마크 구워먹는 치즈 약간 도톰하게 잘라주었어요.정말 새하얀 치즈 안에 체다치즈가 콕콕 박혀있으니 비쥬얼부터가 예술이네요', '그리고 중약불이하...에서 살짝 구워줍니다.금~새 지글지글...맛있는 냄새~~~', '노릇노릇하게 구워주시면 됩니다.']"
에어프라이어 레시피 초간단 통감자구이 ,통감자구이, 감자 베이컨 화이트 올리브유 소금 후추 파슬리,"['**만개의 레시피를 통해 제공되는 메이플대니얼의 컨텐츠는 사진형으로 보실 때 더욱 좋습니다**', '먼저 감자는 깨끗하게 세척 후 긴 방향으로 2등분 해 주시고 베이컨은 사방 1cm 정도 크기로 잘라 준비할게요. 베이컨이 없으시다면 물론 생략하실 수 있습니다. 화이트 체더치즈는 2등분 해서 감자위에 올리기 좋게 손질해 주세요.', '감자가 쉽게 마르고 딱딱해질 수 있어서 저는 아래 물을 4 큰 술 넣어주고 베이킹 트레이에 포일을 감싼 다음 올리브유를 살짝 발라주었어요. 이렇게 하시면 나중에 붙어 떨어지지 않는 것을 방지하실 수 있습니다.에어프라이어', '그리고 씻은 감자를 넣고 위에 올리브유를 덧바르고 소금 한 작은 술씩 솔솔 뿌려주시고 후추도 반 작은 술씩 솔솔 뿌려주세요.', '이제 에어프라이어를 화씨 350도(°F) [섭씨 175도(°C)]로 맞추시고 타이머를 20분 동안 맞춰 조리해 주세요.', '20분 후 잘게 썬 베이컨과 화이트 체더치즈를 올려주시고 화씨 300도(°F) [섭씨 150도(°C)]에서 10분 동안 추가로 구워주시면 초간단 에어프라이어 레시피 베이컨 통감자 치즈구이 완성입니다. 파슬리를 솔솔 뿌려 마무리해 주시면 더욱 먹음직스럽습니다.', '치즈는 잘못하면 쉽게 타겠더라고요. 제가 타이머 소리를 듣고도 5분 정도 있다가 뺐더니 살짝 탄 감이 없지 않아 있었어요. 열기가 남아있어 계속 조리될 수 있으니 시간을 잘 지켜주시는 게 좋을 것 같습니다. 짭조름한 베이컨과 고소한 치즈가 올라가 심심할 수 있는 감자구이에 더욱 풍성한 맛을 더해주더라고요. 간단한 아이들 간식으로도 추천해 드리고 싶습니다.', '오늘은 누구나 간단하게 완성할 수 있는 에어프라이어 레시피로 베이컨 통감자 치즈구이를 함께 만들어봤습니다. 감자를 저렴할 때 잔뜩 사 두었다가 마땅히 해 먹을 게 없어 고민했는데 이렇게 해치우니 맛도 좋고 든든하더라고요. 어렵지 않은 레시피니 한 번 따라 해 보셔도 좋을 것 같습니다. 오늘도 맛있게 즐기세요! :)']"
계란찜보다 더 맛있는 시금치프리타타♪,시금치프리타타, 계란 시금치 당근 양파 비엔나소세지 우유 소금 후추,0
초간단 영양 홍합요리 홍합술찜,홍합술찜, 홍합2.5Kg 버터 마늘 화이트와인,"['손질한 홍합을 준비합니다', '예열된 웍에 버터를 녹입니다', '버터가 녹으면 마늘을 볶습니다', '홍합을 넣고 찝니다', '홍합이 익는순으로 그릇에 담아냅니다']"
골뱅이와인찜,골뱅이와인찜, 골뱅이 양배추 홍고추 다진 화이트와인 골뱅이캔 간장 치킨스톡 버터 허브 후추,"['골뱅이는 체에 받쳐 물기를 제거하는데요..나중에 촉촉하게 찜국물 만들때 골뱅이 국물 1~2큰술 정도 사용했어요.', '양배추는 조금 큼직하게 썰어주고 마늘은 다져서, 홍고추는 씨를 제거하고 송송 썰어줍니다.', '팬에 버터 살짝 두른 후 다진 마늘 노릇하게 볶아줍니다.', '마늘이 어느정도 노릇해지면 양배추와 홍고추 넣어줘요~', '화이트와인 100ml정도 넣고 골뱅이 국물 1큰술 정도 넣어줍니다.', '물기 제거한 골뱅이도 같이 넣어서 끓여줍니다.', '너무 오래 끓이면 양배추 숨 팍 죽어서 아삭한 식감이 없어져요.양배추가 살짝 숨이 죽을정도로만 끓여줍니다.또 이때 간장과 치킨스톡도 조금 넣어서 간을 맞춰줘요.마지막에 허브시즈닝과 후추 넣어줍니다.']"
|김미푸드|계란 간단 요리법~한입 계란요리,계란, 계란 닭 양파 방울토마토 파슬리 다진 마요네즈 후춧가루 레몬즙 올리고당,0
맥주안주 소시지강정,소시지강정, 소시지 떡 견과류 설탕 꿀 물 올리고 소금,"['소시지를 먹기 좋은 크기로 썰어 준비하고떡볶이 떡은 말랑한 상태로 준비합니다.', '에어프라이어에 준비한 소시지와 떡볶이 떡을 넣어에어프라이어', '180도 온도에서 10분 구워 줍니다.', '소스 재료인 설탕 1, 꿀 1, 물 3, 올리고 당 2, 소금 약간을 넣어1분 이내로 끓여주다', '바글바글 끓어오르면 준비해 놓은 소시지, 떡, 견과류를 한데 넣어살짝만 꿀 소스에 버무려내어 마무리합니다.', '맥주안주소시지 강정 만들기 완성']"
소세지 계란말이 일본식 계란말이,소세지계란말이, 달걀 후랭크 치즈 쯔유 맛술 밀가루,"['재료준비', '달걀은 잘 풀어서알끈을 제거해 주는데체반에 바쳐서 제거하는 방법이 있고', '또 한 가지는 계란이 물처럼 또로록 떨어질 때까지저어주는 것!한 5분 정도 저어주면알끈이 없어진다그리고 쯔유와 맛술을넣어 간을 하는데약간 싱거운 듯한 게 좋다소세지와 치즈에도 짠맛이 있으니까~', '소세지를 계란말이로만들기란 쉽지 않다소세지에 달걀이 잘 붙지 않으니...그래서 소세지에 밀가루를살짝 묻혀주었다', '치즈를 깔고 소세지를 올려천천히 계란을 말아준다', '계란 물은 조금씩 부어주면서돌돌 말아주기', '중불이나 약불에서 조리해야색이 예쁘고 부드러운 계란말이가 된다여러 겹의 얇은 계란말이를만들어 준다', '처음부터 동글동글예쁘게 만들어지지는 않지만마지막에 약불에서 계란말이를 살살 굴려주면모양이 잘 잡힌다']"
간단하지만 든든한 아침식사  스크램블달걀이 들어간 영양만점 또띠아롤,또띠아롤, 6인치 잘게자른치즈(또띠아 아보카도 스크램블달 달걀 토마토 소금,0
수원 왕갈비 통닭 레시피  에어프라이어로 닭다리 굽기,수원왕갈비통닭, 밑간 닭다리 맛술 소금 생강가루 식용유 후춧가루 갈비맛 진간장 설탕 고운 후춧가루 콜라 요리 식용유 참기름 양파 청양고추 홍고추 마늘,0
요즘이 적기! 수미네 반찬  주꾸미 샤부샤부,주꾸미샤브샤브, 주꾸미 주꾸미 밀가루 식초 주꾸미 손질된 봄동 청경채 팽이버섯 표고버섯 양파 청양초 당근 대파 쑥갓 육수 육수 물 진간장 간장 매실 마늘 볶음밥 밥 호박 당근 양파 계란 김가 올리브 깨소 참기름,0
토마토달걀볶음,토마토달걀볶음, 대저토마토 달걀 양파 쪽파 다진마늘 올리브유 구운,"['대저토마토는 4등분해서 잘라주고 양파는 채썰어줍니다. 쪽파는 3-4cm 길이로 잘라줍니다. 토마토는 껍질을 벗기지 않았는데, 껍질을 벗기면 식감은 부드러우나 모양이 으스러지기 때문입니다. 토마토 껍질을 벗기실 분들은 토마토 윗부분에 열십자로 칼집을 넣은 뒤, 끓은 물에서 살짝 데친 뒤 껍질을 벗겨주면 됩니다.', '달걀을 풀어준 다음 구운 소금을 약간 넣어줍니다', '팬에다 올리브유 1큰술을 먼저 넣고 양파채를 넣고 볶다가 다진 마늘 1큰술을 넣어줍니다. ', '양파와 마늘이 어느 정도 볶아지면 대저토마토를 넣고 볶아줍니다. 그리고 한쪽으로 야채들을 밀어놓고 달걀물을 부어 스크램블을 만들어줍니다. 거품기로 휘저어주면 스크램블이 잘 됩니다. ', '완성된 스크램블을 야채 쪽으로 밀어 놓고 남은 달걀물을 부어 스크램블을 마저 만들어줍니다. 마지막에 쪽파를 넣어 볶아줍니다. 마지막으로 구운 소금을 약간 뿌려줍니다. 양파에 간이 안 배였기 때문이지요. ']"
바나나 튀김 간식,바나나튀김, 바나나 바나나 달걀 튀김가루 빵가 식용,"['재료 준비하고', '달걀은 풀어주세요', '시커먼 바나나 속살은 예쁘지요~바나나는 어슷 썰기로 약간 도톰하게 썰어요', '일회용 봉지에 튀김가루 3스푼 넣고 바나나를 넣고 흔들어주세요', '튀김가루 옷입힌 바나나는 달걀물에 적신 후 빵가루를 입혀요빵가루가 잘 붙도록 손에 쥐고 살짝 눌러 주세요', '데워진 기름에 노릇하게 튀겨주세요', '종이타월에 올려 기름 제거해요', '케첩을 곁들여도 좋더라고요달달한 간식 바나나 튀김 완성~']"
세멸치전,멸치전, 세 계란 표고버섯 양파 대파 청양고추 부침가루 식용유,"['세멸치를 준비한다', '파를 잘게 다진다', '청양고추도 잘게 다진다', '양파도 다진다', '표고버섯도 잘게 다진다밑둥은 떼어낸다', '볼에 세멸치를 담고 모든 야채다진것을 넣는다', '볼에 야채다진것과 세멸치 넣은곳에 부침가루와 계란을 넣는다', '모든재료가 잘섞이도록 버무려준다', '팬에 식용유를 넣고 한수저씩 떠 놓는다', '앞뒤가 노릇하게 굽는다']"
향긋함 가득  영양만점인 냉이전♪,냉이전, 냉이 건표고버섯 당근 부침가루 튀김가루 동일한,0
비빔야채수육♡,비빔야채수육, 콩나물 무채 볶은 시금치나물 애호박 버섯 고기 초고추장,"['비빔밥 재료로 콩나물, 무채, 당근볶음, 버섯, 시금치나물, 애호박 볶음 등등 준비했어요~!!ㅎㅎ 콩나물, 무채, 당근볶음, 버섯, 시금치나물, 애호박 볶음. 미리 하나 만들어놔서 무채가 양이 적어보이지만, 남은 재료 없을시 생야채들 잘라서 넣어서 먹어도 괜찮을꺼 같아요. ', '수육은 먹기 좋게 자른 뒤 에어프라이어에 넣어줍니다~!!수육 2덩어리.에어프라이어', '에어프라이어에 180도에 10분 정도 구워주면 따끈따끈해 지고 바삭바삭 잘 익어 나옵니다~!!', '접시에 수육을 올려놓고, 위에는 비빔밥 재료인 나물들을 올려줍니다~!!수육 1덩어리, 콩나물, 무채, 당근볶음, 버섯, 시금치나물, 애호박 볶음. 1인분이여서 수육 1덩어리라고 썼어요~ㅎㅎ ', '야채 위에 초고추장을 뿌려주면 완성됩니다~!!초고추장 2큰술. ', '비빔야채수육 완성입니다~!!']"
쉬운 에어프라이어 닭구이~ 맛있게 굽는 법,닭구이, 닭구이 닭 월계수 마늘 식용유 밑간 맛술 청주 허브솔 생강가 후춧가,"['닭이 자르지 않아 손질을 해야해요 꽁무니를 잘라내고', '닭을 반을 자르고 꽁무니 자른 부분에 기름 덩이를 깨끗이 제거하고 뼈 부분도 깨끗하게 세척해야해요', '닭을 자르기 위해 중식도를 꺼내어 잘라 주었어요~ 닭은 4등분으로 자르고', '닭날개와 닭다리 중간을 사선으로 자릅니다 손질한 닭은 물에 헹궈 물기를 제거해요', '물기 제거하고 닭다리와 닭가슴살 부분에 약간의 칼집을 넣어주세요 밑간 재료 준비해요', '볼에 손질한 닭을 넣고 맛술과 청주 반 컵씩 (소주잔)으로 끼얹고 소금,생강가루,후춧가루,허브솔트를 뿌려요 허브솔트는 약간 과하다 싶을 정도로 충분히 뿌려주세요', '아까운 우유는 피부에 양보하세요~ 잡내 제거를 위해 우유를 넣지 않아도 돼요 밑간한 닭은 밀봉해 냉장고에 1시간 정도 숙성 후 구워줍니다닭의 잡내는 걱정 안하셔도 돼요~', '에어프라이어에 닭을 겹치지 않게 넣고 식용유를 살짝 바르고 마늘과 월계수잎을 넣고 구워줍니다에어프라이어', '처음부터 끝까지 180도를 유지합니다180도에서 총 45분을 구웠는데요 10~15분 사이에 꺼내 한 번씩 뒤집어서 구워주기를 반복해요', '굽는 중간에 닭의 표면이 마르면 기름을 다리와 날개 쪽으로 살짝 바르면서 구워주세요', '홈메이드로 닭구이 완성~ 양념 소금장과 곁들이면 됩니다']"
 초간단 계란빵 피자 ,계란빵피자, 계란 양파 모닝빵 짱구 피자치 토마토소스 소 파슬리가 식용유,"['재료준비합니다', '양파는 굵게 다지고 모닝빵은 뜯어줄거에요', '볼에 계란 2개 풀고 소금 한꼬집 넣어 섞고 모닝빵을 뜯어 넣어요', '골고루 섞어요', '짱구과자는 일회용 봉지에 넣고 도구를 사용해 살짝 부셔요', '달군 팬 약불에 기름 살짝 둘러 팬을 코팅하고 계란반죽을 넣고 편편하게 펴주고', '토마토소스 2스푼을 올려 펴고 위에 짱구과자를 올려요짱구과자를 마지막에 치즈위에 올리면 바삭한 식감이 좋아요', '마지막에 피자치즈를 적당히 올리고 뚜껑덮고 최고 약한불에서 치즈가 녹을때 까지만 익힙니다', '치즈가 어느정도 녹으면 완성이에요 파슬리가루 솔솔 뿌려요']"
매운야채잡채♡ ,야채잡채, 잡채 콩나물 포도씨유 파 청양고추 고춧가루 다진마늘 굴소스 간장 설탕,"['후라이펜에 남은 잡채를 넣고,남은 잡채 2인분.', '남은 비빔밥 재료도 넣어줍니다~!!비빔밥재료 조금. ', '잡채와 야채들이 잘 섞이도록 잡채면이 잘 익을때 까지 볶아줍니다~!!저는 매운걸 못 먹어서 1인분은 그냥 잡채로 빼놓고 먹었어요~그래서 잡채 2인분으로 써 놓은거니 참고하세용~ㅎㅎ ', '잡채 볶아준 뒤, 옆쪽 면에 포도씨유 조금 두르고,포도씨유 조금.', '파 1개를 잘게 잘라서 넣어주고,파 1개. ', '청양고추 2개를 잘게 잘라서 넣어줍니다~!!청양고추 2개. ', '매운 고춧가루 2큰술 넣어주고,매운고춧가루 2큰술. ', '다진마늘 1큰술 넣어주고,다진마늘 1큰술. ', '다진마늘 익을때까지 양념 잘 섞이도록 볶아줍니다~!!', '굴소스 1큰술 넣어주고,굴소스 1큰술. ', '간장 1큰술 넣어주고,간장 1큰술. ', '설탕 1큰술 넣어주고,설탕 1큰술. ', '양념 잘 섞이게 볶아줍니다~!!', '잡채와 양념이 잘 섞이도록 잘 볶아줍니다~!!', '매운야채잡채 완성입니다~!!']"
비엔나 소세지야채볶음 떡이랑 같이 냠냠냠,비엔나소세지야채볶음, 비엔나소세지 떡볶이 양파 표고버섯 케첩 굴소스 올리고당 고추장 깨 참기름,"['소세지는 양념이 잘 베고모양도 예쁠 수 있게얇은 칼집을 많이 내준다', '양념장 만들기입맛에 맞게 고추장이나 설탕의 양을 조절한다', '팬에 기름을 두르고야채부터 볶아준 뒤', '야채가 살짝 숨이 죽으면소세지와 떡을 넣어 준다느타리버섯이 있어서같이 넣어주니 괜찮네~!!', '휘리릭 한 번 익혀주고', '양념장을 넣어 볶아준다', '양념을 하고 2~3분 휘리릭 볶아내고', '마지막에 참기름 조금 넣고깨를 뿌려준다']"
압력솥요리 매운등갈비,등갈비, 돼지등갈비 고추가루 다진마늘 진간장 후추,"['등갈비를 물에 담가 핏물을 뺀다', '핏물을 뺀 등갈비를 압력솥에 넣어 물을 조금 부어 10분간 한번끓인다', '한번 끓인 등갈비레 고추가루 다진마늘 후추 ,진간장을 넣는다', '모든재료를 넣은다음 국물을 조린다', '매운등갈비 완성']"
