Menu,Ingredient,Recipe
달래향의 치키니 ★ 치킨가라아게,"['만두17개', '양상추작은것1개', '물7T', '간장5T', '설탕5T', '식초5T', '물7T', '다진대파2T', '다진마늘1/2T', '청양고추다진것1개', '홍고추다진것1개', '레몬슬라이스3조각']","['닭고기는 한입 크기로 자른다.', '달래는 손질하여 다진다.', '찍어 먹는 소스 재료를 모두 섞는다.', '볼에 닭고기, 양념, 다진 달래를 넣고 섞어 5분정도 재운다.', '재운 닭고기에 튀김 가루, 물을 넣어 반죽한다.', '튀김팬에 기름을 넣고 160도로 예열 한다', '예열된 튀김 기름에 튀김 반죽을 넣고 튀긴다.']"
만두 오코노미야끼,"['프라임베이컨4장', '양송이버섯4개', '양파1/4', '마늘6톨', '청양고추1개', '시금치약간', '토마토소스400g', '우유30cc', '계란2개', '후추약간']","['볼에 만두 6개를 넣고 손으로 잘 으깨 주세요.', '계란 하나를 풀어 만두와 잘 섞어 주세요.', '팬에 식용유를 두르고 으깬 만두 반죽을 얇게 펴 전 부치듯 노릇하게 구워주세요.', '양면을 모두 노릇하게 구운 만두 오코노미야끼에 돈까스 소스를 넓게 펴 발라 주세요.', '그 위에 가다랑어포를 듬뿍 올리고 마요네스를 얇게 뿌려주면 완성입니다.']"
만두 유린기 만들기 유린기 소스 만드는 법,"['식빵8장', '양파60g', '양배추100g', '씻어서다진김치100g', '계란4개', '맛소금1/5T', '스팸또는햄100g']","['양상추는 먹기 좋은 크기로 손으로 뜯는다.', '그다음 찬물에 10분 정도 담가 신선도를 유지한다.', '물에 오랫동안 담구는 것도 좋지 않기 때문에 10분 뒤에 꺼내 물기를 제거한다.', '군만두는 팬에 기름을 두르고 앞뒤 노릇노릇하게 익힌다.', '노릇노릇하게 익힌 만두는 잔여 기름기를 제거한다.', '원하는 접시에 양상추를 깔고 그 위에 만두를 올리고 미리 만들어 놓은 유린기 소스를 골고루 알맞게 뿌리면 만두 유린기 완성.']"
특별한 연말 홈파티 요리 목우촌 에그인헬 ,"['시금치1/2줌', '계란2개', '체다슬라이스치즈2장', '식용유2T', '케첩원하는만큼']","['목우촌 프라임 베이컨을 적당한 크기로 썰어주세요.', '마늘은 편으로 썰어주세요.', '양파는 채썰어 준비해줍니다.', '양송이 버섯도 적당히 썰어줍니다.', '청양고추도 쏭쏭 썰어주세요.', '시금치는 잎부분만 뜯어 손질해주세요.', '달궈진 후라이팬에 베이컨과 마늘을 먼저 기름을 사용하지 않고 볶아주세요.', '베이컨이 어느정도 노릇노릇 익으면 양파, 버섯, 후추를 뿌리고 다시 볶아줍니다.', '양파가 색이 변하면 토마토 소스와 우유를 넣고 섞어주세요.', '소스가 끓기 시작하면 청양고추를 넣어주세요.', '약불로 줄인 후 시금치와 계란을 깨뜨려 올린다음 뚜껑을 덮고 계란이 살짝 익을 정도만 익혀주면 완성!취향에 따라 모짜렐라 치즈를 추가 해주셔도 좋아요']"
"길거리 토스트, 국민간식의 한축을 담담하고 있죠!! 아침식사 대용으로도 좋아요~","['부침가루2컵', '물1컵반', '오징어1마리', '김치1그릇', '김칫국물', '청양고추2~3개']","['양파와 양배추는 길이로 얇게 썰어 주시고 김치는 다져 주세요.햄은 양파와 비슷한 길이로 얇게 썰어주세요.그리고 식빵을 제외한 모든 재료를 한데 넣고 잘 저어 주세요.', '4장에 맞게 잘 배분에서 노릇하게 구워 줍니다.', '팬에 버터 1/2 스푼정도를 넣고 식빵을 2장씩 구워 주세요.빵굽기가 귀찮으신 분들은 마트 가시면 식빵에 버터칩 박혀 있는 식빵이 따로 팔아요~ 이거 사다가 토스트기에 그냥 구우시면 훨씬 간편해 집니다.', '구운빵을 깔고 마요네즈를 반스푼씩 골고루 펴 발라주세요.', '패티를 올려주고 설탕을 한스푼씩 골고루 뿌려준 다음케챱을 골고루 뿌려 주세요~그리고 그 위로 돈가스 소스도 케챱 처럼 골고루 뿌려주세요~', '이제 빵을 덮으시고 맛있게 드시면 됩니다!!레시피 페이지속 레시피 동영상 시청은 레시피 제작에 커다란 힘이 됩니다.']"
제철 시금치 가득한 시금치치즈오믈렛,"['달걀2개', '토마토큰크기1개', '파1/2대', '부추약간', '올리브오일약간', '굴소스1/3큰술', '후추약간', '소금약간']","['재료를 준비합니다.', '계란을 풀어줍니다.(저는 따로 간을 하지 않았습니다.)', '시금치는 잘게 썰어줍니다.', '계란물에 썰어 둔 시금치를 넣고 골고루 섞어줍니다.', '팬에 오일 두르고 골고루 펴서 중약불에 익혀줍니다.', '가장자리가 살짝 색이 변하면 잘 뒤집어 준 후 30초 정도 익히고 재빨리 다시 뒤집어 줍니다.', '뒤집은 면의 열기가 빠지기 전에 치즈를 얹고 반을 접어 완성합니다.', '치즈가득 품은 고소하고 달큰한 시금치치즈오믈렛이 완성되었습니다.']"
김치전 만들기 매콤하게~,"['파프리카1개', '크림소스or우유4큰술', '체다치즈1장', '파슬리가루1/2T', '만두6개이상']","['먼저 부침가루 2컵, 물 1+1/2컵~2컵 정도를 농도를 맞춰가며 잘 섞어줍니다 물은 처음에 1컵 정도 넣었다가 조금씩 추가해주었어요 처음부터 2컵을 넣으면 너무 묽을 수 있으니 농도 보시고 넣어주셔요 또, 간단한 팁이라면 부침가루만 넣는것 보다 튀김가루를 1컵, 부침 1컵 이렇게 넣는게 훨씬 맛있는데요 저는 없어서 패스하셨으니 있다면 꼭! 넣어보세요 물은 얼음물처럼 차가운 물로 넣어주세요 (그래야 바삭함이 살아요)', '그리고 맛있는 김치를 한 그릇 넣어줍니다 큼직한 국그릇으로 1그릇 넣어줬는데 집마다 국그릇이 다르므로 양껏 넣어주세요 김치는 많이 들어 갈수록 더 맛있더라고요 김칫 국물도 넣어주시면 색감도 이쁘고 맛도 좋아요 ', '그리고 오징어 1마리 먹기 좋게 썰어 넣어주고 청양고추도 2~3개 정도 송송 썰어 넣어줍니다 이때 위에도 써놨지만 오징어 대신에 참치나 돼지고기를 넣어주셔도 좋고 없다면 김치만 넣어줘도 충분히 맛있어요 :) ', '그리고 기름 넉넉히 두른 팬에서 앞뒤로 노릇하게 구워주면 끝! 양 가의 끝부분은 살짝 탄듯하게 바삭하게 익혀주면 더 맛있게 즐길 수 있어요ㅎㅎ']"
토마토 달걀볶음 - 원팬으로,"['동태포1팩', '계란5개', '쪽파1/3단', '후추', '소금', '밀가루']","['달걀을 푼다. 파와 부추를 송송 썬다. 토마토는 먹기 좋은 크기로 자른다.', '달군 팬에 올리브기름을 약간 두르고 스크램블을 만들어 작은 그릇에 옮겨 놓는다.또는 팬의 한편으로 밀어 불이 닿지 않게 해 둔다.', '팬에 기름 약간과 파를 넣고 파기름을 만든다.', '3에 토마토를 넣고 볶는다. 1~2분 정도 볶다가 굴소스를 넣고 섞는다.', '달걀, 후추, 부추를 넣고 섞으면서 잠시 볶는다.', '취향에 맞게 소금으로 간을 맞춘다.']"
파프리카요리 파프리카그라탕 크리스마스 홈파티 메뉴로 최고,"['손질한늙은호박400g', '양파1/2개', '견과류1줌', '옥수수콘3스푼', '부침가루2~3스푼', '소금', '설탕1스푼']","['먼저 재료를 준비해주세요.저는 굴림만두를 준비했고 냉동만두 그대로 준비해주면 돼요.여기에 파프리카는 1개정도 준비했고 체다치즈도 준비했답니다.', '파프리카는 두가지 색을 사용했는데요.먼저 반으로 갈라준 후 안에 있는 씨를 제거해주세요.', '속으로 채워줄 만두는 먼저 다져주기 위해 전자레인지에 1분정도 살짝 데워주었어요.어떤 만두를 사용해도 좋아요.전자레인지', '고기망치나 칼등 등을 이용해 이렇게 다져주면 파프리카 속을 손쉽게 채울 수 있어요.', '이제 반으로 갈라 씨를 제거해준 파프리카 위에 만두 속을 넣어주세요.', '여기에 크림소스를 넉넉히 2큰술 넣어주세요.크림소스가 없다면 우유나 생크림을 활용해 넣어주시면 돼요.', '그 위에 체다치즈를 조금 올려주고 맛도 좋고 보기도 좋게 파슬리가루도 솔솔 뿌려주었어요.', '이대로 180도 오븐에 10분정도 돌려주거나 오븐이 없다면 전자레인지에 5분정도 돌려주어도 좋고찜기에 치즈가 녹을 때 까지 익혀주어도 좋아요.오븐']"
고소하고 맛있는 동태전 맛있게 만들기,"['고구마2개', '사과1개', '체더치즈2장', '부침가루3', '소금약간', '식용유']","['어제는 재래시장 갔다가 아이들도 좋아하고 저도 참 좋아하는 고소한 동태전 부치는법 동태전 만드는법 해 볼께요.', '우선 혹시 냉동 동태포라면 실온에서 해동을 시켜서하나씩 분리를 시켜 주세요,그리고 하나씩 분리가 된 동태포레 소금과 후추로 밑간을 해주세요,', '소금과 후추간을 계란에 하고쪽파를 송송 썰어 저어 주세요.', '그리고 밀가루 옷을 입히고 그다음 계란 옷을 무쳐주세요,', '그리고 노릇 노릇하게 부쳐 주세요.', '그럼 노릇 노릇 고소하고 맛있는 동태전이 완성이네요,']"
늙은호박 크로켓 겨울간식 에어프라이어 요리,"['스팸햄1통', '달걀3개', '소금조금', '밥3공기', '참기름2스푼', '통깨1스푼']","['늙은호박은 얇게 썰어 전자렌지 가능한 그릇에 넣고 4~5분간 찌고전자레인지단호박으로 해도 돼요', '호박 찌는 동안 양파 다지고 견과류 (호두, 피칸) 마른 팬에 살짝 볶고', '볶은 견과류 잘게 자르고', '찐 늙은호박 으깨고', '체에 밭쳐 물기 제거하고', '물기를 많이 짜주면 좋다', '늙은호박에서 내린 호박물은 달콤한 음료로 즐긴다', '물기 제거한 호박 볼에 넣고 소금, 설탕 넣어 섞고 다진 양파, 견과류 넣어 섞은 후', '부침가루나 밀가루로 반죽 조절한다단호박으로 만들때는 밀가루 양을 조절하세요', '에어프라이어에 식용유 약간 바르고에어프라이어', '먹기 좋은 크기로 빚어 에어프라이어에 넣고 200도에서 8분간 굽고', '뒤집고 다시 4~5분간 굽는다', '늙은호박 크로켓 완성~']"
고구마 간식 요리 고구마사과치즈전,"['콜리플라워', '표고버섯2개', '양파1개', '마늘(슬라이스한)', '새우', '옥수수', '스파게티토마토소스', '올리브', '청양고추', '파마산치즈가루']","['고구마 중간 사이즈 2개와 사과는 조금 작은 사이즈로 1개 준비했어요. 특별하게 계량할 필요 없으니깐 부담 없이 만들어 드심 좋을 것 같아요. 겉에 묻어 있는 흙은 흐르는 물에 씻어주고 난 뒤사과와 고구마 모두 껍질을 벗겨 준비해주세요.', '그리고 난 뒤 채칼을 이용해 고구마랑 사과를 채 썰어 주세요.', '채 썬 고구마는 물에 두어 번 헹궈 물기를 빼주세요.', '채 썬 고구마와 사과를 볼에 담고 여기에 소금 간을 살짝 해 잠시 버무려 주고 난 부침가루 3숟가락을 넣어 고루 섞어 반죽을 합니다.뒤', '이때 부침가루를 너무 많이 넣으면 맛이 없어요. 재료가 서로 붙을 정도로만 넣어주시는 게 좋답니다.그러니깐 한 번에 모두 넣지 마시고 조금씩 부침가루를 넣어 농도 조절을 해주심 돼요.', '달군 팬에 식용유를 조금 넉넉하게 두르고 반죽을 넓게 펴 올려주세요.', '한쪽 면이 노릇하게 익기 시작하면 한쪽 면에 체더치즈 1장을 반으로 잘라 올려주고', '이어 반으로 접어주세요. 접다가 부서질 수 있으나.... 당황하지 마시고 모양을 잡아 주면 된답니다.한쪽 면이 노릇하게 익으면 뒤집어서 다른 면도 익혀 주심 돼요.', '크게 부치는 게 부담스러울 때는 작게 올려 앞, 뒤로 부쳐 주심 된답니다.', '고구마 간식고구마사과치즈전 완성 ^^']"
간단한 무스비 ,"['감자2개', '전분2숟갈', '소금1/2T', '치즈조금', '후추가루1/3T']","['1. 스팸 6등분 했더니 좀 두꺼운듯 했는데 밥량ㅇ ㅔ맞추다보니그냥했어요.구운후에 기름제거를 해주세요.(키친타월)', '2. 달걀을 푼 후에 소금간을 살짝 한 후에 적당한 두께로 부쳐주세요.스팸크기랑 무스비 틀이랑 맞춰서 잘라주세요', '3. 밥에 참기름, 소금. 통깨를 넣고 잘 섞어주세요.', '4. 반찬통 안에 들어있는 구분 용기를 사용했어요. 크기가 적당하니 좋아요.비닐랩을 먼저 여유있게 깔고 밥,재료 ,밥,재료 ,밥 순으로 누르면서 넣으면 단단하고 좋아요.밥,재료,밥 순으로 해도 예쁜데 나중에 김으로 감싸줄때에 조금 움직 이더라구요..', '5. 꺼낼 때는 랩을 사방으로 잘 잡고 살살 당겨서 꺼내주세요.', '5. 꺼내서 그대로 랩으로 잘 감싸 주시면 되요.', '6. 싸놓은 무스비 크기에 따라 김도 잘라주세요. 6개 만들어졌어요.', '7. 김에 올려놓고 잘 감싸주세요완성된 사진이 어디로 갔지? 안 찍었나봅니다.', '8, 한 개에 4조각 나오네요. 들고 먹기에 딱 좋은것 같아요.커피를 좋아하다보니 간단하게 커피 아메리카노랑 아침식사를 했어요.']"
다이어트 식단 - 콜리플라워로 만든 토마토 리조또,"['부추200g', '당근4cm1개', '새우10~13개정도', '청양고추4개', '식용유3큰술', '부침가루1+1/2컵', '물1+1/2컵', '멸치액젓1큰술', '다진마늘1큰술']","['팬에 올리브유를 뿌린후 손질한 표고버섯, 양파, 마늘을 볶아준다.', '냉동 콜리플라워, 냉동 새우를 전자레인지에 넣어 해동시킨다. 팬에 볶아진 야채와 해동시킨 재료를 섞어 함께 볶는다.전자레인지', '토마토 소스를 넣어 볶는다.', '오븐용기에 먹을 만큼 덜어놓고 모짜렐라, 체다치즈, 올리브, 청양고추를 토핑한다.', '오븐에 넣어 160도에서 5-10분정도 굽는다.오븐', '오븐에서 꺼내 파마산치즈가루, 파실리 가루를 뿌려준다.']"
치즈감자전 3~4인분,"['가래떡3줄', '빅비엔나2봉', '전분20g', '파슬리2번톡톡', '고추장크게1T', '케찹2T', '간장2T', '설탕2T', '다진마늘2T', '올리고당2T', '청양고추2개']","['1. 감자와 전분이에요,.멕시코 현지 수퍼에선 옥수수 전분만 본것 같아요.', '2. 감자를 얇고 잘게 썰어주세요칼질을 잘 못해서 조금씩 놓고 천천히 썰은 거에요', '3. 썬 감자를 물에 10분 정도 담궜다가 건져서 물기를 빼주세요', '4. 체반에 담아서 물기를 빼다가 키친타월로 닦아 냈어요.', '5. 위에 모든 재료를 넣고 살살 섞어 주세요. 나무 주걱을 이용하셔도 되요.', '5. 이렇게 쭉쭉 찢어지는 치즈를 사용할 거에요.', '6. 팬에 기름을 두른 후 달궈지면 적당히 얇게 잘 펴주세요.두번씩 뒤집어주면서 노릇 노릇 잘 부쳐지면 치즈를 찢어서 놓고 원하는 모양은 생각해 두세요. 전 반달 모양으로 할거라 뒤집게로 접선을 눌러 놓았어요.', '7. 얇게 썬 감자라 쉽게 잘 익어요. 치즈 늘어난 모습이 없어서 많이 아쉽지만...', '8. 목표는 치즈 감자전이였는데 그냥 감자만 해달라고 요청이 들어와서 치즈를 넣지 않고 했어요.', '9. 이렇게 저녁 반찬?? 다른 주 메인 음식이 있어서 조금만 준비한 감자전이였습니다.']"
백종원 부추전 비가오면 생각나는 이맛,"['오분도미2컵', '사골육수4컵내외', '다시마물4컵내외', '우유50ml', '버터1큰술', '참치캔1캔', '양파', '대파', '당근', '부추', '소금', '후추']","['새우는 물에 불려주고 물기를 제거한 새우는 다져서 사용해도 좋고 그대로 넣어서 부침개를 만들어 먹어도 맛있어요', '부추는 깨끗하게 씻어 준비해주시고 알맞은 크기로 잘라 주세요 당근은 얇게 채 썰어주시고 청양고추는 다져서 준비해주세요 부추전을 만들때 다른 식재료를 첨가해 드시면 더 좋을거 같아요 간단하게 부추전을 만들어 먹을때는 소량의 식재료만으로도 맛을 낼수 있는 새우가 한수인거 같아요', '모든 재료를 큰볼에 넣어주시고 멸치액젓 1큰술과 다진마늘 1/2큰술을 넣어 주세요 액젓을 넣어 부침개를 만들어 먹지 않았지만 액젓으로 맛이 더 풍미가 있다고 하더라구요 보통 부침개에 간을 할때는 소금간이나 집간장으로 간을 하는 편이지만 액젓으로 부침개맛이 기대가 되네요 오랫동안 냉장고 보관이 어려운 부추는 신문지나 치킨타올에 흙이 묻어있는 상태로 보관하는 것이 좋으면 물기가 있을때는 바싹 제거한 상태로 보관해야 상하지 않아요', '부침가루 종이컵으로 반컵 모자란 양을 넣고 물을 조금씩 부어가며 반죽농도를 조절해주는것이 좋아요 한꺼번에 물양을 많이 넣어서 반죽을 하게되면 질어지고 또 다시 부침가루를 넣어 농도를 맞추어야하니 물 양의 조절이 중요한거 같아요 반죽을 손에 쥐고 떨어뜨려서 덩어리채로 떨어지면 적당한 농도입니다', '팬에 식용유를 두르고 팬이 달궈지면 중불에서 부침개를 부쳐주세요 센불에 부침개를 부칠때는 겉면만 탈수 있으니 약불 중불에서 노륵하게 부쳐주시는게 좋아요', '진간장 1큰술, 식초 1큰술, 황설탕 1/2큰술으로 간단하게 초간장을 만들어 보세요']"
대왕 소떡소떡,"['식빵3장', '닭강정1개', '토마토소스1/2종이컵', '감자샐러드1개', '모차렐라치즈1개']","['떡집에서 가래떡 3줄을 썰어서 준비합니다~!', '감자전분도 약20g을 준비해줍니다. 사용해본결과 10g만 준비해도 충분할꺼 같습니다~!', '빅 비엔나를 기름에 볶다가 터질수가 있으니 칼집을 살짝 내주어 준비해 줍니다~!', '가래떡을 겉에만 뭍혀준다는 생각으로 전분을 살짝 뭍혀줍니다~!', '기름을 두르고 키친타올로 살짝 닦아줍니다~!', '고추장을 2스푼같은 1스푼을 넣어줍니다~!', '케찹2스푼~!지금은 살짝 양념치킨소스에 가깝고 떡꼬치 소스를 원하시는분은 고추장을 조금더 추가해주세요~!', '간장2스푼~!', '설탕을 2스푼넣어줍니다.', '마늘을 꽉꽉 2스푼 넣어줍니다.', '올리고당도 넉넉 하게 2스푼을 넣어주고 중약불에 섞어줍니다~!', '씨를 뺀 청양고추를 다져서 너무 꾸덕하게 되기전에 같이 넣고 볶아줍니다~!!', '소스를 만들고 나서 떡을 얕은 기름에 굴려가며 튀겨주고 나서 소시지도 볶아 주고 소스를 같이 섞어 서로 볶아주면 완성~!!(완성후 파슬리 톡톡~)소스를 만들고 나서 떡을 튀겨주세요~! 순서 바뀌면 떡이 식어서 별로 랍니다~!']"
사골참치리조또:맛있고 건강한 퓨전한그릇,"['현미들깨가래떡3개', '치즈3장', '베이컨3개']","['쌀은 최소한 2시간 이상 불려놓는다', '참치캔은 뜨거운 물에 샤워시키고 체에 받혀 기름기를 완전히 뺀다', '양파,대파,당근,부추 등은 잘게 썰어둔다', '냄비에 버터를 두르고 대파와 양파부터 볶다가ㅡ', '당근을 볶아준다, 이때 소금간을 약간만 한다', '쌀을 넣고 충분히 볶아준다', '쌀이 투명해지면서 볶아지면 사골육수와 다시마물을 1:1비율로 넣는다', '사골육수와 다시마물을 넣고 좀 더 볶아주다 뚜껑을 덮고 불을 낮춘 후 쌀을 익힌다중간에 뚜껑을 열어보아 필요에 따라 육수와 다시마물을 보충해 준다', '밥이 거의 익으면 기름뺀 참치를 넣어 뒤적여준다', '우유50ml를 넣고 볶다가 소금 후추를 넣어 간을 맞춘다', '부추를 넣고 마무리 한다', '입맛에 따라 파마산 치즈가루를 더해 줘도 좋다']"
편의점재료로 만드는 간단 라자냐!! 식빵이자냐! ,"['아스파라거스10개', '베이컨1팩', '데리야끼소스50g']","['식빵은 모서리를 제거하고 밀어 납작하게 만든다.', '팬에 식빵을 앞뒤로 노릇하게 굽는다.', '그릇에 식빵 > 토마토소스 > 닭강정 > 감자샐러드> 모차렐라 치즈 순으로 반복하여 쌓는다.', '전자레인지에 3분간 돌려 완성한다.전자레인지']"
현미 들깨가래떡 치즈 베이컨 말이,"['돼지고기150g', '파프리카1개', '간장1.5숟갈', '다진마늘1/3숟갈', '설탕1/3~1/2숟갈', '부추약간', '라이스페이퍼3~4장']","['가래떡과 베이컨 체다치즈를 준비했어요', '치즈는 반으로 잘라주고 베이컨도 반으로 잘라줍니다베이컨위에 치즈를 올려줍니다', '떡을 올려줍니다', '돌돌 말아줍니다이쑤시개나 꼬지를 꽂아줍니다', '만들기 너무 쉽지요', '꼬지를 꽂아준 모습입니다', '에어프라이어 올려줍니다', '180도에서 15분 구워주었어요에어프라이어', '치즈는 녹고 베이컨은 조금 바삭하면서 맛있어요', '접사에 담아서 아이들 간식으로 너무 괜찮은것 같아요']"
에어프라이어 아스파라거스 베이컨말이 만들기,"['양배추1/4통', '버섯1/4개', '느타리버섯1줌', '대파10cm', '냉동새우6-7마리', '식용유적당량', '가쓰오부시적당량', '부침가루1.5컵', '생수1컵', '돈까스소스또는오꼬노미야끼소스2스푼', '마요네즈적당량']","['간단하게 만들수 있는 야식요리랑 술안주 요리로딱 좋은 아스파라거스 만들어 볼께요', '아스파라거스10개.베이컨 1팩.데리야끼소스 50g.재료는 요정도 준비해 주심 되시구용', '소금을 넣고 살짝 아스파라거스를 데쳐서찬물에 헹구어서 물기를 빼주세요,', '그리고 키친타올로 남은 물기까지 제거 해 주세요,.', '그리고 아스파라거스를 한개씩 베이컨에 말아 주세요,', '그리고 에어프라이어에 종이호일을 깔고준비해 둔 재료를 넣어 주세요,그리고 에어프라이어에 넣고 180도에서 15분 돌리시면 되세용에어프라이어', '그럼 맛있고 보기도 좋은 안주겸 밥반찬이 완성이네요.']"
[10분완성] 돼지불고기월남쌈 : 맛도 좋고 다이어트식으로도 그만이에요~ ,"['또띠아2장', '시금치1줌', '슬라이스치즈2장', '모짜렐라치즈적당량', '버터1조각', '달걀1개', '베이컨3줄', '비엔나소시지10개', '분홍소시지10장', '크래미2줄']","['파프리카를 채를 썰고 부추는 적당한 크기로 잘라 준비해주세요. (다른 자투리 채소를 추가하셔도 좋습니다^^)', '다른 부위도 가능하지만 저는 목살을 사용했습니다. 돼지고기를 1분 먼저 굽기 시작하고 파프리카도 뒤이어 함께 구워주세요. 간장 양념(간장 1.5숟갈, 다진마늘 1티스푼, 설탕 1/3~1/2숟갈)을 끼얹어가며 2분 30초 정도 볶다가 마지막 30초에는 부추와 함께 볶다가 불을 꺼주세요.약불', '온수와 라이스페이퍼를 준비해주세요.', '물에 적신 라이스페이퍼를 접시에 올리고 볶은 채소와 고기를 싸주세요.', '먹기 좋게 절반으로 잘라주세요. 수분감이 많기 때문에 칼보다는 가위를 사용해주세요. (혹시 도시락용이라면 먹을 때 끊어드실 것을 추천드려요. 커팅은 no~^^)', '사이드메뉴, 다이어트식, 아이들 영양 간식 등두루두루 활용하셨으면 좋겠습니다. 맛있게 드세요:)']"
맥주안주 오꼬노미야끼만들기 양배추요리 끝판왕,"['유뷰초밥1봉지', '두부1모']","['양배추를 얇게 채썬 후 찬물에 담궈 둔 후 깨끗이 세척해줍니다양배추를 얇게 썰어야 부칠 때 빈 공간이 생기지 않아 편해요 ', '대파와 양파도 양배추처럼 얇게 채썰어 준비합니다', '느타리버섯은 잘게 찢어 준비해요고기나 햄 등 육류 재료가 없을 때 대체하기 좋아요', '냉동새우는 찬물에 담궈 완전히 해동하고냉동해물모듬을 사용해도 좋아요 ', '잘게 다져주세요새우살을 다져서 반죽에 넣으면 골고루 새우맛을 느낄 수 있어요 ', '부침가루와 물을 섞어 반죽을 만듭니다', '반죽을 일부(1/4정도) 남겨두고 나머지 반죽을 부어 재료들과 골고루 잘 섞어주세요남겨둔 반죽은 부침 모양 잡을 때 사용합니다 ', '예열한 후라이팬에 식용유를 넉넉히 둘러주고', '국자로 반죽의 반을 덜어서 원하는 모양으로 모양을 잡아줍니다담을 접시 크기와 비슷하게 모양을 잡아주면 좋아요', '나머지 반죽물을 빈 공간에 부어가며 부쳐주세요 가장자리를 바삭하게 익혀뒤집을 수 있게 끈기를 잡아줍니다부침할 땐 중불에서 적당히 익히다가가장자리가 노릇하게 익어가면약불로 줄여 천천히 익혀주세요겉만 탈 수가 있어요', '적당히 모양이 잡혔다면 뒤집어 반대편도 익혀주세요 앞뒤 노릇하게 익으면 꺼내주고 나머지 반죽도 올려 부쳐줍니다 (step 8-11 반복)두번 째 판을 부칠 땐 이미 팬에 열기가 어느정도 올라와 있어 쉽게 탈 수 있으니 불조절에 주의해요', '오꼬노미야끼 두장을 겹쳐 올려주고', '돈까스소스 또는 오꼬노미야끼 소스를 듬뿍 발라주세요', '짤주머니나 튜브용기를 이용해 마요네즈를 모양내 뿌려주고', '가쓰오부시를 듬뿍 올려 완성합니다']"
♥[신혼밥상] 내맘대로 토핑 퀘사디야,"['감자1개', '부침가루2스푼', '물2스푼', '식용유3스푼', '모짜렐라치즈3스푼', '소금1/2스푼']","['시금치는 먹기 좋은 크기로 싹뚝!', '달걀 1개를 풀어주세요.', '개인 취향에 따라 토핑 초이스1(크래미, 소시지 햄) 썰기', '개인 취향에 따라 토핑 초이스2베이컨 토핑 썰기', '(내맘대로 토핑) 베이컨 노릇노릇 굽기', '(약불유지) 버터 약간 넣고 녹여 준 뒤 달걀물 붓기또띠아 올리고 달걀옷 입히기팬을 좌우로 기울였을때 지단 움직이면 뒤집기', '팬에 남아있는 버터로 남은 또띠아 1장 앞뒤로 굽기', '달걀옷 입은 또띠아 올리고 슬라이스치즈 → 내맘대로 토핑', '시금치 올리고 모짜렐라치즈 듬뿍', '최대한 약불에서 치즈가 녹을때까지 앞 뒤로 굽기', '먹기 좋은 크기로 잘라 타르타르 및 칠리 소스 콕!']"
두부유부초밥 [밥 대신 두부 넣고 만들어 다이어트에 좋은 유부초밥!],"['새우16미', '서울우유에멘탈치즈4장', '모짜렐라치즈200g', '버터약간']","['두부를 흐르는 물에 깨끗하게 씻어 주세요. 두부를 생으로 먹는 거니까 흐르는 물에 씻은 후 정수기 물이나 끓여서 식힌 물로 헹궈서 사용하시면 돼요.', '이제 두부를 으깨주셔야 하는데요. 칼날을 눕혀서 두부를 조금씩 누르면서 으깨 주시면 돼요. 이때 두부 덩어리가 남지 않게 최대한 잘게 으깨 주시면 전을 부칠 때 모양이 흐트러지지 않아요. 하지만 더부 덩어리가 있다면 두부의 식감은 더 잘 느껴지겠죠? 취향대로 하시면 돼요.', '으깬 두부의 물기를 최대한 빼기 위해서 손으로 한움큼씩 쥐고 물기를 꼬옥 짜 주세요. 유부초밥에 밥 대신 넣는 거니까 질척거리면 맛이 없겠죠? 있는 힘껏 물기를 짜세요. 면보가 있으면 더 확실히 물기를 제거할 수 있겠지만, 전 면보가 없어서 그냥 손으로 짰어요.', '초밥키트에 들어있는 액체소스와 가루소스를 모두 넣어 주세요.', '으깬 두부와 소스들을 골고루 섞은 후 유부 속에 적당량씩 넣어서 유부초밥을 완성해 주시면 돼요.이때 유부에 같이 들어있는 물 있잖아요? 이거 짜시면 안 돼요. 유부에 물이 충분이 적셔져 있는 상태에서 두부를 넣고 유부초밥을 만들어야 더 맛있더라고요. 제가 유부의 물기를 짜서도 해 보고, 안 짜서도 해 봤는데 유부에 물이 적셔진 편이 훨씬 맛있었어요. 아마도 그냥 물이 아니라 조미가 된 물이라서 유부초밥의 맛을 더 올려주는 것 같아요.', '역시 유부초밥키트의 힘을 빌리니 밥 대신 두부를 넣어도 기본적인 맛은 보장되는 것 같네요. 남편이 진짜 먹을만 하대요. 두부를 넣어 다이어트에 좋고, 포만감도 있고, 맛도 있고. 참 좋은 메뉴가 아닐 수 없죠?']"
5단계로 만드는 맛없을 수 없는 치즈감자전,"['돼지고기불고기용150~170g', '김밥김1장', '서울우유고다치즈3장', '소금약간', '후추약간', '밀가루적당량', '달걀1개', '빵가루적당량', '식용유적당량']","['감자를 가늘게 채썰고 부침가루, 물과 섞어준다.', '식용유를 두른 프라이팬에 반죽을 얇게 펴고 앞뒤로 구워준다.중약불', '전을 반으로 가르고 모짜렐라치즈를 적당히 올려준다.중약불', '반을 덮어 또 앞뒤로 구워준다.중약불', '치즈가 녹을 때까지(대략 3분) 부쳐주면 완성!']"
