Menu,Ingredient,Recipe
아몬드마늘스프 (아호블랑꼬) 스페인의 매력적인 지중해요리,"['고구마3개', '버터1큰술', '양파1/2개', '우유1컵', '생크림1/2컵', '파마산치즈', '물1컵', '소금', '꿀']","['아몬드를 후라이팬에 살짝 볶아줍니다. 더 고소한 맛을 내기 위해서에요^^', '미지근한 물에 아몬드를 담궈 10-20분 정도 불려줍니다.', '불린 아몬드는 껍질 벗겨야해요. 의외로 껍질이 잘 벗겨지고 오래 불리면 불릴수록 잘 벗겨집니다.', '껍질을 벗긴 아몬드가 준비되었습니다!귀찮으면 안벗겨도 되는데 껍질 때문에 나중에 스프를 드실 때 많이 걸리적 거릴지도..', '우유 200ml와 아몬드 70g, 식빵 2개를 잘라 냄비에 넣고 약한불로 10분 정도 끓여요. 잠시 식혀둡니다. 우유가 많이 졸았을거에요.', '식은 내용물들을 믹서기에 넣고 우유 50ml를 한번 더 넣고, 마늘 2톨, 식초 1스푼, 소금 1티스푼, 올리브유 3스푼을 넣어요.', '믹서기에 넣고 돌려줍니다.', '매력적인 스페인요리, 아몬드마늘수프(아호블랑꼬) 완성!!', '오트밀로 살짝 데코를 해 완성했답니다. 아몬드 슬라이스나 호박씨로 데코해보세요^^ 냉장고에 두고 차게 먹으면 더 맛이 좋은데 지금은 겨울이니까 그냥 먹었답니다.', '굉장히 걸죽하답니다.', '아몬드의 고소함이 많이 느껴지면서.. 마늘향과 식초, 올리브오일향이 확 치고 올라오는 오묘하고 매력적인 맛!']"
"한겨울 언 몸을 녹여주는, 뜨끈한 프렌치 어니언 스프","['미국고구마', '우유', '코코넛즙', '버터', '마늘', '양파', '샐러리', '샐러리가루', '시네몬가루', '크루통']","['양파를 일정한 크기로 채썰어 줍니다. 양파를 잘 썰어야 카라멜라이징할때 타지 않고 잘 익고 맛있는 맛이 나요!', '팬에 올리브유와 버터를 동량넣습니다.', '양파를 타거나 눌러붙지 않게 잘 익혀 줍니다. 저으면서!', '색이 날때까지 볶아줍니다. 타지않게 조심!', '어느정도 색이 났을때 화이트 와인을 넣고 양파의 맛있는 맛이 팬에 달라붙게 잘 저어줍니다. 알코올을 날려요.', '물 300ml에 치킨스톡 1차스푼을 넣고 스프를 졸여주었습니다.', '이때 버터에 식빵을 노릇하게 구워줍니다.', '간을 보면서 계속 졸여줍니다. 이때 소금과 후추로 간을 맞춰요.', '완성된 프렌치 어니언 스프를 그릇에 덜고, 집에있는 모짜렐라 치즈를 넣고 전자렌지에 치즈가 녹을때 까지 돌려주었습니다!전자레인지', '완성! 양파의 단맛과 감칠맛이 언 몸을 따끈하게 녹여줍니다. 한 숟갈 먹고 나면 몸에서 열이 끓어요!', '바삭한 식빵을 적셔먹어도 굳!간단하죠?! 맛있게 드세요!보나뻬띠!']"
밤&호두 스프[리큅 블렌더 레시피],"['감자3개', '양파1/2개', '우유300미리', '물약간', '소금약간', '후추약간', '버터1조각']","['재료: 깐 밤 1컵, 호두 1컵, 양파 1/2개, 대파 1대, 우유1컵, 버터1T, 밀가루1T, 생크림1/2컵, 물2컵, 소금 약간, 후추 약간, 파슬리가루 약간', '밤, 호두를 1컵의 물과 함께 삶는다. (밤이 익을 때 까지)', '1의 재료들이 익으면 물기를 제거한 후 대파, 양파, 버터를 넣어 볶는다.', '2에 밀가루를 넣어 살짝 볶는다.', '리큅의 블렌더 BS7에 3의 재료와 우유, 생크림, 물1컵을 넣고 곱게 간다.', '4의 갈아진 스프를 끓여 소금, 후추 간을 한 후 완성한다.']"
따뜻하고 속이 든든한 감자스프만들기,"['감자2개', '우유2컵', '소금약간', '후추약간', '양파(or대파흰부분)1/2개', '설탕1/3스푼']","['감자는 얇게 썰어주시고 양파는 채썰어주세요', '달구어진 팬에 버터를 두르고', '양파를 먼저 볶아주시는데 오래 볶아 주실 수록 훨씬 맛나답니다 ( 카레 스프 만들때 양파는 캐러맬 색깔이 날때까지 볶아주시면 훨씬 깊은맛을 느낄 수 있어요)', '갈색이 날때까지 약한 불에서 볶아주었어요 ( 딴짓 하다가 조금 태웠어요 ㅎㅎ)', '갈색빛이 도는 양파에 감자를 넣어주신다음 함께 볶아주세요', '감자가 투명해지면 우유또는 생크림 500cc 를 넣어주세요 ( 개인적으로는 생크림이 훨씬 더 고소하고 맛나던데 각자 취향에 맞게 선택해주세요)', '생크림을 넣고 잠시 끓여주세요 농도를 보아가며 너무 되직하다 싶으면 물을 조금 추가해주세요', '슬라이스치즈 두장을 넣어 녹여주신다음 소금 후추로 간을 맞춰주세요', '마지막으로 믹서기로 갈아주세요 저는 감자알갱이 씹히는 식감이 좋아서 너무 곱게 갈진 않았어요', '스프에 올릴 크루통을 만들어볼께요', '식빵을 큐브모양으로 잘라서', '기름기 없는 팬에 살짝 구워주시면 됩니다', '감자스프에 크루통을 올리고 파슬리로 장식하면 맛있고 고소한 감자스프 완성입니다']"
"*Maryland Crab Soup*
 최고의맛 게살스프","['대파4대', '단호박500g', '늙은호박500g', '닭육수4컵', '생크림1컵', '버터2큰술', '소금1작은술', '바게트적당량', '올리브유적당량']","['위에 재료를 준비합니다', '캔에 게살만 팝니다', '1파운드 캔에 20달라정도 합니다', '팬에 버터를 1수저넣습니다 기호에따라가감합니다', '4의버터를 녹입니다5야 야채를 넣고 볶습니다', '5의야채가익으면 물이나 닭육수를넣습니다', '6을 푹끓입니다', '7에 토마토 패스트를 넣습니다', '8에 올베이시즈닝 (라면스프같이 매콤한게양념)이를 넣습니다', '소금후추를 넣습니다', '10에 게살을 넣습니다', '11을 한소큼끓입니다', '맛있는 크랩스프가 완성돼념 크레카나 마늘빵과같이 먹습니다']"
시원한 토마토 스프,"['왕교자2개', '토마토파스타소스100g', '냉면육수100g', '어린잎채소약간']",[]
옥수수크림스프,"['단호박1/2개', '감자2개', '양파1개', '찹쌀가루2T', '소금2t', '연유1T(설탕)', '흰후추약간', '사골곰국3C', '우유2C', '생수1/2컵']","['양파를 잘게 다져주세요', '밀가루에 포도씨유를 넣어서 루를 만들어주세요', '믹서기에 옥수수,우유,루를 넣고 갈아주세요', '팬에 기름 약간 두루고 양파가 투명해질때까지 볶다가 소금,후추를 넣어주세요', '옥수수,루,우유 간것을 넣어주세요', '끓어주시면 완성입니다^^']"
"삼시세끼 콘스프 만들기, ","['단호박1통', '생크림400ml', '꿀2T', '소금약간']","['양파반개는 다져서 준비해 주세요,', '삶은 감자는 으깨 놓고,옥수수도 알갱이만 칼로 회 뜨듯이 떠서 준비해 주세요~', '냄비에 다져놓은 양파와 버터1숟갈을 넣고, 볶아 줍니다,', '센불에서 볶으면 양파가 탈 수 있으니,중불이나 약불에서 양파가 푹~~익도록 볶아주세요,', '볶은 양파에 우유 반컵과 감자와 옥수수를 넣어주세요, 여기까지 보시면 삼시세끼에서는 옥수수를 절구에 넣어서 으깬뒤에 넣던데 하시는 분들 계실텐데요,', '암요, 한번 갈아줘야지요,ㅋㅋ근데 이것의 단점은 처음에 돌릴때 내용물이 튄다는 점,ㅎㅎ냄비뚜껑을 방패삼아 몇번 돌려 주시구요,내용물이 갈리고나면 덜 튀어요,핸드블랜더가 없으시거나 내 주방이 더러워 지는건 싫으시다 하시는 분은,옥수수 알갱이 먼저 갈아서 사용하시는걸 추천드립니다~^^', '곱게 갈려진 스프예요,이상태에서 우유로 농도를 조절해주실건데요,', '이게 끓이면 끓일수록 스프의 점도보다는 죽이 되어 가더라구요, ㅎㅎ우유를 조금씩 넣어가면서 조절해주세요,빠르게 우유와 섞어주시고,', '내가 원하는 점도가 나왔다 싶으면,소금을 넣어서 간을 맞춰 주세요,미리 후추를 넣어주셔도 좋구요,드실때 뿌려서 드셔도 좋아요,저는 후추는 넣지 않고 마무리를 하고,그릇에 담고 후추와 파슬리가루를 뿌려줬어요,']"
맛있고 든든한 고구마 스프,"['닭육수', '감자', '샐러리', '당근', '버터', '밀가루', '페페론치(이탈리안고추가루)', '소금', '후추']","['구워먹고 남은 고구마 3개... 넘 커서 반으로 잘라서 구운것이라 정확히 3개는 아니지만....', '날 고구마는 얇게 썰어서준비합니다 양파는 잘게 썰어주고 버터도 준비합니다', '팬이나 냄비에 버터를 녹인후 양파를 투명하게 볶아주세요', '찐고구마를 썰어서 함께 으깨어줍니다', '물 한컵을 붓고 부드럽게 끓여주세요', '한 김 식힌후 믹서에 갈아주세요', '요렇게 되직한 농도로 만들어졌어요 우유를 한컵 넣어주세요 농도는 취향껏 조절해줍니다', '생크림 반컵을 넣어주고...파마산 치즈와 꿀을 넣어서 살짝 끓여줍니다 역시 당도도 입맛에 맞게 가감해주세요', '계피가루를 살짝 뿌려주세요 파슬리가구를 살짝 뿌려도좋아요', '아이들에게는 치즈를 몇조각 잘라서 넣어주세요 더욱 고소하고 맛있는 고구마스프~']"
"[키조개요리/스프]여자들이 반하는 맛, 클램차우더 스프","['양파5개', '버터3큰술', '파조금', '소금', '후추', '다진마늘조금', '생크림/우유1/2컵', '물2컵', '바게트빵']",[]
"#고소하고 달콤한 
호박 (미국)고구마 스프#","['호박고구마200g', '다진양파1/4개', '건표고버섯1개', '다진대파1큰술', '다진마늘1t', '우유2컵', '생크림1/2컵', '파슬리가루1꼬집', '슬라이스아몬드1T', '올리브유1T', '소금약간', '후추약간']","['양파 미국고구마 샐러리 코코넛즙 우유나 헤비크림 버터를 준비합니다', '야채는설어 둡니다', '버터와 마늘을 볶습니다', '3에 양파를 볶습니다', '4에 고구마를 넣고 물을 넣어 끓입니다', '5가 다익으면 우유나 코코넛 즙을 넣습니다', '헤비크림을넣습니다', '7을 부랜더로 갈아줍니다', '크루통 .샐러리가루 시네몬가루를 준비합니다', '고소하고 달콤한 호박고구마스프가 완성됐습니다']"
장마가 시작되는 아침에는 감자스프로 하루를 시작하시는 것은 어떨까요?,"['홍합3줌', '우유1+1/2컵', '밀가루1숟가락', '다진양파1/2컵', '올리브유1/3컵', '마늘1~2숟가락', '물1/2컵', '화이트와인1/2컵', '슬라이스치즈1장', '피자치즈약간', '파마산치즈1/2컵', '후추약간']","['양파는 버터를 넣어 볶아준답니다.', '감자는 깨끗하게 씻어서 삶아두시구요..', '감자는 반으로 잘라서 그릇에 담으시구요.', '그리고 볶은 양파도 같이 담아두시구요..', '소금 1스푼 넣어주시구요.', '후추도 넣어주시구요.', '우유는 200미리정도 넣어주시면 되시는데요.전 감자를 많이 넣어서 300미리를 넣었어요..그리고 스프가 되직하다 싶으시면 물도 약간 넣어주셔도 되시구요.이렇게 해서 도깨비방망이로 갈아주시든지 믹서로 갈아주시면 되세요..', '냄비에 부어서 스프를 만드셔도 되시구요.계속 약불에서 졸여가시면서 해주셔야 되시는 것 아시죠???전 제빵기에 스프를 만들었답니다.메뉴에 스프 메뉴 클릭하면 되구요..30분이면 된답니다.', '이렇게 해서 만든 감자스프랍니다.', '따뜻한 감자스프라서 비오는 날에는 정말 맛있답니다.']"
우왕..맛있는 집밥백종원님의 감자스프!! 아침에 배가 불러서 더 이상은 못먹겠어요^^,"['양송이3개', '양파1/4개', '대파1/4개', '감자1/4개', '버터1T', '우유1C', '생크림1/2C', '치킨스톡2T', '밀가루1T']","['대파의 흰부분을 잘게 잘라서 버터에 볶아준답니다.그리고 삶은 감자를 토막을내어서통에 담구요.볶아놓은 대파를 같이 섞어준답니다.대파아니고 양파를 사용하셔도 좋습니다.', '볶아놓은 대파를 같이 섞어준답니다.대파아니고 양파를 사용하셔도 좋습니다.우유를 2컵을 부어주시면 되시는데요..전 다른 요리를 해야 하기때문에 시간상 제빵기로 이용해서 스프를 만들려고 합니다.그래서 우유를 조금더 넉넉하게 부어주었어요...', '우유2컵을 부어서 도깨비방망이로 갈아준답니다아주 곱게 갈렸죠?', '제빵기틀에 갈아놓은 감자를 넣구요.소금약간, 후추 약간, 설탕도 약간만 넣어주신답니다.', '전 제빵기로 이용할 건데요.냄비에 하실 분들은 아주 약한 불에서은근하게 저어가시면 해주셔야 하신답니다. 어렵지 않으세요...전 30분코스로 된 제빵기에서 할거에요..', '제빵기에서 만들어진 감자스프를 꺼내어 볼께요..', '그리고 잠깐만!!!!!예전에 롤토스트 만들 때에 식빵모서릴 잘라서 버터에 파샥하게 구워놓은 것 있잖아요?오늘 그걸 꺼내 놓으셔서 이용하시면 되세요..', '제빵기에서 꺼내온 스프는 너무 맛있게 되었죠???', '스프에 약간의후추를 뿌려주시구요.만약 싱거우시다면 약간의 소금도 첨가해주시면 되세요..시작할때부터 약간씩만 넣어 준거라서 먹을 때에도 향미가 있어야겠죠??', '전 샐러리가루도 뿌려주었답니다.마트에 가면 팔지만 안 부려도 괜찮으세요..취향이죠.', '그 위에 크루통을 얹어 놓으시면 완성되는거에요...', '맛보시고 가실래요????ㅎ']"
단호박 수프,"['호박고구마2개', '양파큰것반개', '버터1조각', '물1컵반', '우유1컵반', '올리브유1/2큰술', '식빵1장', '파마산치즈가루1큰술', '소금톡톡2번', '파슬리톡톡2번등']","['단호박과 늙은 호박은 껍질을 벗기고 깍둑썰기 한다. 단호박은 초록 껍질을 충분히 벗겨내고 노란 속살 부분만 사용해야 수프 색이 곱고 노란빛이 난다.', '바게트는 잘게 깍둑썰기 해 올리브유에 묻혀 팬에 바삭하게 구워 크루통을 만든다.', '냄비에 버터를 녹여 대파 흰 부분을 넣고 투명해질 때까지 볶는다.', '단호박과 늙은 호박을 넣은 다음 닭 육수를 붓고 소금을 넣어 뚜껑을 닫은 채로 20분간 푹 끓인다.', '블렌더에 곱게 갈아 다시 냄비에 넣고 생크림을 넣어 살짝만 더 끓인다.', '그릇에 수프를 담고 크루통을 뿌려 낸다.']"
왕교자 가스파쵸,"['닭안심살60g', '빨강파프리카1/4개', '주황파프리카1/4개', '양파1/4개', '우유200ml', '소금적당량', '밀가루1Ts', '후추약간']","['볼에 동치미 육수, 토마토 소스를 섞어냉동실에서 살어음이 생기도록 얼린다.', '김이 오른 찜기에 왕교자를 넣어 12분 간 찐다.', '1의 육수를 그릇에 담고 쪄낸 왕교자와 어린잎 채소를 곁들인다.']"
단호박스프.....때로는 스프 한 그릇에 따스한 위안을 얻는다.,"['데친브로콜리약간', '버터2T', '밀가루2T', '우유1.5컵(300ml)', '치킨스톡1/4개', '따뜻한물50ml', '소금약간', '후추약간']",[]
타진냄비로 단호박스프 만들기,"['감자2개', '양파', '버터', '파마산치즈', '베이컨', '체다치즈', '파슬리가루', '우유1/2컵', '생크림1/2컵', '소금약간', '육수(치킨스톡)1컵']","['단호박은 깨끗이 씻어서 준비하시구요필러로 껍질을 벗겨주세요단단한 단호박은 껍질 벗기기가 쉽지 않으니필러로 손질하실때 베이지 않게 조심하시구요', '타진 냄비에 낮은 석쇠를 깔고단호박반으로 잘라서 올려주세요석쇠 밑에 물 2C을 붓고 뚜껑 닫고 렌지 4번 중불로 익혀주세요', '타진 뚜껑을 닫고단호박 크기에 따라 30-40분 정도 익혀주세요', '커다란 단호박도 고르게 잘 익었지요 ^^', '볼에 단호박을 넣고고르게 으깨주세요', '단호박을 찐 타진 냄비에생크림과 꿀을 넣고', '으깬 단호박도 세라프레임 타진에 넣어서뭉근하게 끓여주세요단호박의 씹히는 식감이 좋으신 분들은이상태로 드셔도 좋구요', '조금 더 부드러운 식감의 스프를 원하신다면망 입자가 조금 큰 체에 한번 거르면좀 더 부드러운 단호박 스프를 맛보실 수 있어요', '타진과 함께라면 단호박스프 만들기도 쉽지요~★']"
"* 감자 스프*
고소하고 맛있는 스프","['닭안심살60g', '빨강파프리카1/4개', '주황파프리카1/4개', '양파1/4개', '우유200ml', '소금적당량', '밀가루1Ts', '후추약간']","['양파 당근 셀러리밀가루 버터 감자 닭육수 우유 소금후추 페페론치를 준비합니다', '닭육수에 양파 셀러리 를 넣고 푹끓입니다', '야채를 잘게 썰어놓습니다', '감자를 버터에 볶습니다', '4에 야채를 넣고 같이 볶습니다', '5에. 닭육수를 넣고 끓입니다', '버터를 녺입니다""', '7에 밀가루를 넣고 루를 만듭니다', '6에 8을 넣고 한소큼끓입니다', '9에 우유나 헤비 크림을 넣고 끓입니다', '10에 소금 후추로 간을 합니다', '그릇에 스프를 담아 페페론치를 뿌립니다']"
#집밥백선생 양파볶음을 이용한 양파스프만들기 ,"['데친브로콜리약간', '버터2T', '밀가루2T', '우유1.5컵(300ml)', '치킨스톡1/4개', '따뜻한물50ml', '소금약간', '후추약간']","['채썰은 양파를 냄비에 넣어 주시고요.', '버터를 넉넉하게 넣고는 볶아 줍니다.', '후추를 넣어 주었습니다.', '약불에서 은근하게 볶아 주셔야 제대로된갈변된 양파볶음을 만들 수 있죠.', '양파의 숨이 완전히 죽었습니다. 이제 조금더 볶아 주셔야 합니다. 아직까지는 완전하게 갈변된 상태는 아니니까요. 계속해서 저어가면서 볶아주세요.', '다 볶아진 양파볶음에 물을 넣어 주면서 중불에서 끓여 줍니다.', '여기에 우유나 생크림이 있으시면 넣어 주세요. 더욱 고소한 맛을 내어 주지요. 이제부터는 약불로 옮겨서 저어가면서 끓여 줍니다.', '이제 간을 해주어야겠지요. 소금 간 해주시고요. 눌러 붙지 않도록 계속해서 저어가면서 약불에서 진득하게 끓여 주세요.', '고소한 향이 나면서 양파의 단맛이 도는 집밥백선생 양파볶음을 이용한 양파스프가 완성되었습니다. 후추 조금만 뿌려 주시고요.', '그리고 그 위에 바게트를 올리고 파슬리가루를 뿌려 주었습니다. 앙파스프를 바게트에 올려서 한입 드시면 달달하면서도 고소한 향이 나는 든든한 아침식사가 되지요.']"
호박고구마 표고수프,"['감자2개', '양파', '버터', '파마산치즈', '베이컨', '체다치즈', '파슬리가루', '우유1/2컵', '생크림1/2컵', '소금약간', '육수(치킨스톡)1컵']","['호박고구마는 껍질째 찜솥에반만 익혀주세요.껍질을 벗긴후 깍뚝썰기해주시고 표고버섯은 물에 불려서 같은 크기로썰어주세요.', '냄비에 양파.마늘을 볶다가표고버섯.대파를 넣어 볶아주세요.고구마를 넣고볶은후표고버섯 불린물 5큰술을넣어 살짝 끓여주세요', '2에 우유를 넣고치킨스톡을 넣어 끓여주세요', '3이 기포가 올라오면아몬드를 넣어 끓이다가블랜더로 갈아주세요', '다시 냄비에 4를 붓고끓이다가 기포가 올라올때생크림을 넣어 저어준후보글보글 끓으면 불을 끄고취향껏.소금.후추를 넣어주세요', '완성접시에 5를 담고깍뚝썬 고구마를 얹어파슬리가루를 뿌려주세요색도 이쁘고.구수한 호박고구마 표고 수프영양식입니다.입맛없을때 너무 좋네요']"
집밥백선생 홍합크림수프 만들기,"['양송이3개', '양파1/4개', '대파1/4개', '감자1/4개', '버터1T', '우유1C', '생크림1/2C', '치킨스톡2T', '밀가루1T']","['먼저 홍합은 서로 비벼가면서 깨끗한 물이 생길때까지 여러번 행구세요.', '이제 홍합의 족사(이물질)을 뽀족한부분으로 당겨서 제거해주세요.', '홍합은 물기를 빼고 잠시대기', '웍에 올리브유1/3컵을 부어놓고 다진마늘1~2숟가락은 약불로 은근히 볶아서 노릇해질때까지 볶으세요.', '여기에 다진양파반컵을 넣고 같이 볶아주세요.', '우유한컵반에 밀가루한숟가락을 넣고 잘 섞다가 물반컵을 추가하고 다진양파와 섞으세요.', '화이트와인반컵을 넣어주세요.', '찬기가 있을때 홍합을 넣어주세요.', '(홍합은 찬물부터 해야 입을 벌려요. 다른조개와 틀려요. 반드시 찰때 넣으세요.)이제 버터를 넣고슬라이스 치즈를 넣고', '파마산 치즈가루반컵을 넣고 되직하다 싶음 물반컵을 넣고 피자치즈를 넣고', '후춧가루로 마무리지으시면 되요~시중에 파는 소스못지않더라구요.', '따로 소금간은 안해도 무난해요. 자체 홍합과 치즈의 짠맛이 있어서요~마늘빵이나 스파게티를 해드셔도 아주 좋은것 같아요!']"
깨쟁이요리☆최고의브런치-양송이 크림스프 ,"['호박고구마2개', '양파큰것반개', '버터1조각', '물1컵반', '우유1컵반', '올리브유1/2큰술', '식빵1장', '파마산치즈가루1큰술', '소금톡톡2번', '파슬리톡톡2번등']","['[양송이 크림스프]양파.양송이.대파.감자 채썰기', '냄비 버터.야채볶다가 밀가루1Ts넣기', '치킨스톡넣고 반정도 쫄면 우유.치즈.생크림넣고 야채 무를때까지끓여주기', '믹서로갈아 냄비에넣고 소금.후추']"
호박고구마스프,"['삶은옥수수2개', '삶은감자1개', '양파1/2개', '버터1숟갈', '우유', '소금', '후추가루', '파슬리가루']","['고구마는 깨끗이 씻은 후에 껍질을 벗겨서 찌기 좋은 크기로 잘라줍니다. 호박 고구마를 사용했구요.', '양파는 곱게 채썰어둡니다.', '조림용 뚜껑으로 찜기를 사용했구요. 물을 냄비에 넣고 소주잔으로 높이를 만들어 준 다음 조림용 뚜껑을 올려줍니다. 자른 고구마를 넣고 뚜껑을 덮어준 다음 15-20분간 쪄줍니다.', '또 다른 냄비에 버터 1조각을 넣고 노릇하게 볶아줍니다. 양파는 오래 볶아주어야 스프 맛이 좋아집니다. ', '볶은 양파와 찐 고구마를 넣고 물을 1컵반 부어서 끓여줍니다. 고구마는 잘 익어서 주걱으로 섞다보면 저절로 으깨질 정도입니다. ', '뚜껑을 덮고 푹 익을 때까지 익혀주다가 도깨비 방망이로 갈아줍니다. 도깨비 방망이가 없으신 분들은 한 김 식힌 후에 믹서에 갈아주시면 됩니다. 그리고 불을 끄고 우유를 조금씩 넣어 가며 갈아줍니다. 우유는 너무 뜨거우면 단백질이 응고되는 성질이 있어 반드시 불을 끄고 넣어주세요. 우유도 1컵 반이 들어갔습니다. 생크림을 우유랑 섞어서 넣어도 되구요. 또는 우유 없이 생크림만 넣어도 됩니다. 취향에 따라 만드시면 되구요.', '파마산 치즈 가루입니다. 없으면 생략해도 가능하나 넣어주면 풍미가 좀더 좋은 것 같네요. 파마산 치즈가루를 1큰술 넣어주고 소금을 톡톡 2번 넣어 완성합니다. 고구마가 달아서 설탕을 넣지 않았구요, 맛없는 고구마나 더 달게 드시려면 설탕을 추가하셔도 됩니다. 소금은 단맛을 더 상승시켜주기에 조금 넣어주면 더 달게 느껴지지요. ', '팬에 올리브유 반 큰술을 넣어주고 식빵 속살을 네모지게 잘라 노릇하게 구워줍니다.']"
우유넣고 끓여 칼로리 부담을 줄인 치킨 스프 ,"['호박고구마200g', '다진양파1/4개', '건표고버섯1개', '다진대파1큰술', '다진마늘1t', '우유2컵', '생크림1/2컵', '파슬리가루1꼬집', '슬라이스아몬드1T', '올리브유1T', '소금약간', '후추약간']","['닭안심살을 준비해주세요 ~ 안심이 없으시면 가슴살로 대체해주세요. 닭안심을 잘 삶아주신후에 손으로 부셔서 준비해주세요.', '야채들은 잘 다져서 준비해주세요.', '냄비에 버터와 올리브유를 넣으신후에 닭안심살 으깬거와 양파를 넣고 살짝 볶아주세요. 요때 양파를 푸욱~ 무르게 안볶으셔도 되요.', '대충 양파색이 살짝 투명해질라고 한다 싶으시면 파프리카를 넣고 잘 볶아주세요.', '어느정도 볶아주시다가 준비해둔 우유를 넣고 보글보글 끓여주세요. 요때 칼로리좀 줄여보겠다고 저는 생크림을 안넣고 우유를 넣고 끓여줬어요.', '끓여주시다가 밀가루 1Ts 을 넣고 밀가루가 뭉치가 아니하도록 재빠르게 저어주세요. 밀가루를 넣어주신 후에 소금을 넣어서 간을 살짝 맞춰주세요. 그리고 후추도 살짝 넣어주세요.']"
브로콜리 크림스프,"['감자3개', '양파1개', '우유500cc', '슬라이스치즈2장', '소금', '후추']","['먼저 약간의 브로콜리를 데쳐서 준비합니다. 전 데쳐서 먹던 브로콜리가 있어서 그걸로 사용했어요. 치킨스톡은 따뜻한 물 50ml 에 미리 녹여서 준비합니다. 달군 팬이나 냄비에 불을 약불로 줄이고 버터를 녹입니다.', '버터는 금방 타니까 지켜보고 있다가 버터가 녹으면 밀가루를 넣고 고루 섞으면서 타지않게 볶아주세요. 이것이 스프의 기본이 되는 루를 만드는 과정인데 이 과정에 따라 스프맛이 좌우되니까 태우지않게 주의하세요.', '약간 갈색빛이 돌면서 구수한 냄새가 나면', '우유를 조금씩 넣으면서 멍울이 없도록 계속 저어주세요.', '여기에 치킨스톡 녹인 물도 넣어주세요.', '밑이 눌을 수 있으므로 약불에서 계속 저어줘야 합니다.', '거품기로 계속 젓다보면 어느순간 농도가 뻑뻑해지는데 이때 데친 브로콜리를 약간 다져서 넣어주고 나머지는 장식으로 남겨두세요. 소금과 후추로 간을 한 다음 불을 끄고 좀 더 저어주세요. 남은 열기에 밑이 눌을 수 있어서 그러는 겁니다. 치킨스톡이 들어갔으므로 소금은 간을 보고 조금만 하세요. 만약 치킨스톡이 없다면 소금과 후추로만 하셔도 되지만 맛은 좀 덜해요.', '브로콜리 크림스프를 그릇에 담고 남겨 둔 브로콜리를 장식으로 올린다음 맛있게 드시면 됩니다. 그루통이나 빵이 있으면 찍어서 드셔도 맛있어요.']"
뜨끈한 아웃백 감자 스프 !! 이제 집에서 즐긴다. ,"['토마토2개', '양파1/2개', '오이1개', '녹색피망1개', '바질잎4장', '식초1큰술', '올리브오일1큰술', '소금약간']","['감자 2개를 깨끗이 씻어 쪄줍니다.', '쪄준 감자를 1개반을 우유와 생크림과 함께 믹서에 갈아줍니다. 나머지 반개는 잘게 잘라 둡니다.', '냄비에 버터를 두른 뒤, 다진 양파를 볶습니다.', '믹서에 간 감자를 냄비에 넣어줍니다. 육수와 남은 감자를 넣어 소금간을 하여 중불에서 끊여 줍니다. (육수는 맹물로 대체 하셔도 됩니다.)', '끊인 스프에 파마산 치즈를 1큰술 넣어 같이 끊여 줍니다.', '구운 베이컨과 체다 치즈는 잘게 잘라둡니다.', '그릇에 담은 감자 스프위에 베이컨과 체다 치즈, 파슬리 가루를 위에 얹어 줍니다.']"
우유넣고 끓여 칼로리 부담을 줄인 치킨 스프 ,"['닭다리살또는닭가슴살300g', '고구마1개', '피망1개', '양파1/4개', '식용유1큰술', '생크림500ml', '물100ml', '소금1/2작은술', '통후추간것약간', '청주2큰술', '다진마늘1작은술', '소금약간', '통후추간것약간', '페페론치노5개', '스파게티면50g', '카레가루또는강황가루적당량', '토마토소스적당량']","['닭안심살을 준비해주세요 ~ 안심이 없으시면 가슴살로 대체해주세요. 닭안심을 잘 삶아주신후에 손으로 부셔서 준비해주세요.', '야채들은 잘 다져서 준비해주세요.', '냄비에 버터와 올리브유를 넣으신후에 닭안심살 으깬거와 양파를 넣고 살짝 볶아주세요. 요때 양파를 푸욱~ 무르게 안볶으셔도 되요.', '대충 양파색이 살짝 투명해질라고 한다 싶으시면 파프리카를 넣고 잘 볶아주세요.', '어느정도 볶아주시다가 준비해둔 우유를 넣고 보글보글 끓여주세요. 요때 칼로리좀 줄여보겠다고 저는 생크림을 안넣고 우유를 넣고 끓여줬어요.', '끓여주시다가 밀가루 1Ts 을 넣고 밀가루가 뭉치가 아니하도록 재빠르게 저어주세요. 밀가루를 넣어주신 후에 소금을 넣어서 간을 살짝 맞춰주세요. 그리고 후추도 살짝 넣어주세요.']"
